"sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
"Lysine Metabolism","cadaverine",0.0450764170627362,0,0.36000633670411,0.02,0.0266782207152494,0.15,"Interaction"
"Creatine Metabolism","creatine phosphate",0.340138969399832,0,0.167241115213026,0.32,0.375724011687363,0.36,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine",0.0356742400079388,0,0.228149244511034,0.23,0.139732790666664,0.08,"Interaction"
"Aminosugar Metabolism","glucuronate",0.116658410705084,0,0.180302783445146,0.01,0.203236810185372,0.2,"Interaction"
"Glycerolipid Metabolism","glycerol 3-phosphate",0.0107770298339143,0,0.185383430860295,0.1,0.67525905648387,0.56,"Interaction"
"Histidine Metabolism","imidazole lactate",0.0278431399606092,0,0.46386225927505,0,0.913885850375262,0.02,"Interaction"
"Tryptophan Metabolism","kynurenine",0.0470369313471467,0,0.101590666879488,0.01,0.158994159548593,0.15,"Interaction"
"Phospholipid Metabolism","glycerophosphorylcholine (GPC)",0.149162034402698,0,0.120950728551836,0,0.216635540394004,0.15,"Interaction"
"Glutamate Metabolism","N-acetylglutamate",0.0682679636389581,0,0.0145400182959788,0.05,0.672439333954937,0.22,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","N-alpha-acetylornithine",0.21934295624044,0,0.883473229441848,0.01,0.367677666763828,0.01,"Interaction"
"Food Component/Plant","tartarate",0.0984470338086997,0,0.837844337177205,0,0.0458356958994286,0,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthosine",0.347048819380005,0,0.0236162695072231,0,0.444090189234338,0.01,"Interaction"
"Pentose Metabolism","ribitol",0.0895566730740468,0,0.0557005736365765,0.02,0.633523980179146,0.98,"Interaction"
"Food Component/Plant","2-isopropylmalate",0.0192609180047945,0,0.345638099613378,0,0.201723335410453,0,"Interaction"
"Food Component/Plant","quinate",0.0890746572744786,0,0.166277720899243,0,0.559023527136857,0,"Interaction"
"Tyrosine Metabolism","gentisate",0.0298582907103948,0,0.0967434010274737,0.03,0.724664923792838,0.73,"Interaction"
"Lysine Metabolism","5-aminovalerate",0.154956162127887,0,0.162521252701274,0.02,0.786042604636054,0.15,"Interaction"
"TCA Cycle","itaconate",0.00880400013074287,0,0.547908792153466,0.43,0.0382935675843078,0.29,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","cis-4-hydroxyproline",0.130381987048645,0,0.175450218241557,0.01,0.619188403234003,0.01,"Interaction"
"Tryptophan Metabolism","indolelactate",0.0742671901231845,0,0.161401754441415,0.01,0.0910665951887409,0.15,"Interaction"
"Tryptophan Metabolism","3-indoxyl sulfate",0.26953660405293,0,0.253708058154095,0.01,0.462194532172975,0.15,"Interaction"
"Dipeptide","glycylvaline",0.0422319669395017,0,0.177703425693985,0.27,0.974010738737052,0.01,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",0.0839380966154444,0,0.283226979699194,0,0.360442487196194,0.98,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","4-methyl-2-oxopentanoate",0.0822086121793736,0,0.484813180316644,0.05,0.679341729272082,0.85,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1,5-anhydroglucitol (1,5-AG)",0.0644715245252721,0,0.224502009417871,0,0.176010077694985,0.07,"Interaction"
"Monoacylglycerol","2-arachidonoylglycerol (20:4)",0.0481063064047169,0,0.403057805877934,0.99,0.896440332589927,0.81,"Interaction"
"Lysoplasmalogen","1-palmityl-GPC (O-16:0)",0.0260963601323064,0,0.516048875127818,0.56,0.0576311336070089,0,"Interaction"
"Phosphatidylinositol (PI)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)",0.0185480392090565,0,0.715858406587865,0.98,0.323251516946121,0.15,"Interaction"
"Sphingosines","sphingosine 1-phosphate",0.0300448017072675,0.01,0.454527037896517,0.01,0.161011328518768,0.15,"Interaction"
"Lysophospholipid","1-stearoyl-GPI (18:0)",0.0838951790723183,0,0.321372399257103,0.99,0.141380208578822,0,"Interaction"
"Phosphatidylcholine (PC)","1,2-dipalmitoyl-GPC (16:0/16:0)",0.0210413383119663,0,0.0818559443422007,0.99,0.153701831582527,0.01,"Interaction"
"Phosphatidylcholine (PC)","1,2-distearoyl-GPC (18:0/18:0)",0.00407593785128726,0,0.481997024796546,0.99,0.409803097760025,0.01,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosahexaenoate (DHA; 22:6n3)",0.0384432656654162,0,0.745123269361173,1,0.078859381019691,0,"Interaction"
"Phosphatidylcholine (PC)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)",0.0438570409818636,0,0.275094277820139,0.99,0.398315428093189,0.01,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisocaproate",0.0879363495408054,0,0.691131808493679,0.05,0.238749297310962,0.85,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isovalerate (i5:0)",0.0615123868263088,0,0.299533096254286,0.05,0.597302327146053,0.85,"Interaction"
"Fatty Acid, Monohydroxy","2-hydroxyoctanoate",0.0697624068394155,0,0.406899499932888,0.83,0.321065143475237,0.15,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","5-methylcytidine",0.00637933181748196,0,0.391038358112446,0.23,0.185710945740071,0.08,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxyoctanoate",0.0438260162958979,0,0.690813581579629,0.83,0.392693874869889,0.15,"Interaction"
"Phenylalanine Metabolism","phenyllactate (PLA)",0.0645184095900106,0,0.0648515156651447,0.26,0.0642592999328249,0.02,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)",0.00117082387384418,0,0.391200626880092,0.94,0.654271338822589,0.74,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","hexanoylcarnitine (C6)",0.0955849168191859,0,0.334188279064573,0.83,0.549718100404811,0.8,"Interaction"
"Alanine and Aspartate Metabolism","N-acetylaspartate (NAA)",0.049569789567562,0,0.783392261365003,0.12,0.853344206780032,0.6,"Interaction"
"Tryptophan Metabolism","indoleacrylate",0.0144304047169544,0,0.558363799460477,0.01,0.439521362819038,0.15,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine s-sulfate",0.00896546835170004,0,0.827943425766504,0,0.740795224267252,0.5,"Interaction"
"Monoacylglycerol","1-palmitoylglycerol (16:0)",0.096819396355366,0,0.560023632929129,0.99,0.5611263337882,0.81,"Interaction"
"Food Component/Plant","tartronate (hydroxymalonate)",0.0916729605657304,0,0.580918590944904,0,0.0215190372865628,0,"Interaction"
"Ascorbate and Aldarate Metabolism","oxalate (ethanedioate)",0.0457778791759019,0,0.834500951453756,0.24,0.087346448236107,0.63,"Interaction"
"Food Component/Plant","erythritol",0.0081979537821144,0,0.266416927634677,0,0.427850262299134,0,"Interaction"
"Fatty Acid, Dicarboxylate","adipate (C6-DC)",0.920521500032653,0,0.77421824967134,0.15,0.721614235495668,0.05,"Interaction"
"Chemical","iminodiacetate (IDA)",0.0447951128934276,0,0.963137208283171,0.15,0.0317980885345802,0,"Interaction"
"Monoacylglycerol","1-oleoylglycerol (18:1)",0.00184894431269347,0,0.421430532849873,0.99,0.642507481006817,0.81,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxobutyrate",0.0854485895329853,0,0.665321060450508,0.05,0.59847986596304,0.85,"Interaction"
"Monoacylglycerol","2-oleoylglycerol (18:1)",0.000842328135027461,0,0.440080363286116,0.99,0.299575178083524,0.81,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","homoarginine",0.25272921349731,0,0.826275893281645,0.01,0.895169993611665,0.01,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","homocitrulline",0.0776095043729825,0,0.494582521908251,0.01,0.0893750107576628,0.01,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxypalmitate",0.0276192099179498,0,0.658676588003112,0.83,0.170947560891654,0.15,"Interaction"
"Monoacylglycerol","2-linoleoylglycerol (18:2)",0.00457391453922697,0,0.643052454951051,0.99,0.323948242642018,0.81,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxydecanoate",0.019862047197219,0,0.48834992039711,0.83,0.343585511903908,0.15,"Interaction"
"Chemical","EDTA",0.0905616213689246,0,0.897056537452491,0.15,0.0118643989830757,0,"Interaction"
"Glycine, Serine and Threonine Metabolism","N-acetylglycine",0.156255801613819,0,0.343320140444368,0.19,0.543856880142433,0.22,"Interaction"
"Pentose Metabolism","ribonate",0.0137013521549402,0,0.293644411724156,0.02,0.789592359925645,0.98,"Interaction"
"Ascorbate and Aldarate Metabolism","threonate",0.095568936792461,0,0.59853481190744,0.24,0.74298309057239,0.63,"Interaction"
"Fructose, Mannose and Galactose Metabolism","galactonate",0.335077563478105,0,0.118769132861846,0.19,0.813380603739637,0.87,"Interaction"
"Sterol","beta-sitosterol",0.00658023207500226,0,0.427150456680211,0.75,0.904744770773547,0.17,"Interaction"
"Tryptophan Metabolism","indoleacetate",0.203163651181111,0,0.521335822840432,0.01,0.568524056673207,0.15,"Interaction"
"Monoacylglycerol","1-linoleoylglycerol (18:2)",0.0169568813294123,0,0.735754982168587,0.99,0.401452104355833,0.81,"Interaction"
"Monoacylglycerol","2-palmitoylglycerol (16:0)",0.00267347241272359,0,0.647316981479471,0.99,0.215190114989055,0.81,"Interaction"
"Histidine Metabolism","1-methylhistidine",0.0316271383718891,0,0.180492490474527,0,0.257035472396582,0.02,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)",0.0396025997639711,0.01,0.121681776835953,0.05,0.58012581859711,0.3,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)",0.0359677816496634,0,0.493328125653505,0.05,0.484494054318634,0.85,"Interaction"
"Secondary Bile Acid Metabolism","3-dehydrocholate",0.000176621164009679,0,0.362012466235662,0.07,0.0591073616438667,0,"Interaction"
"Secondary Bile Acid Metabolism","7-ketodeoxycholate",0.348022815904351,0,0.0476354382638859,0.07,0.0717511637480307,0,"Interaction"
"Primary Bile Acid Metabolism","beta-muricholate",0.0222123725450426,0,0.432620759749945,0.01,0.0421173176226596,0,"Interaction"
"Tryptophan Metabolism","indolepropionate",0.119065928545208,0,0.361415733085129,0.01,0.130496837574562,0.15,"Interaction"
"Food Component/Plant","N-(2-furoyl)glycine",0.0543557524586445,0,0.276107381151817,0,0.43257771159608,0,"Interaction"
"Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)",0.125928832323407,0.01,0.171022213605564,0,0.298072724508149,0.11,"Interaction"
"Fatty Acid, Dicarboxylate","dodecanedioate (C12-DC)",0.235548783693536,0,0.0153284461790697,0.15,0.0430536709212733,0.05,"Interaction"
"Tyrosine Metabolism","N-acetyltyrosine",0.170922463024313,0,0.261503982263956,0.03,0.266128313275548,0.73,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxylaurate",0.0100678077460384,0,0.593621647725169,0.83,0.566056973922571,0.15,"Interaction"
"Vitamin B6 Metabolism","pyridoxate",0.0112886414304395,0,0.191780519077999,0.62,0.835543619791213,0.9,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylvaline",0.0276263790038656,0,0.0982701155169497,0,0.596861332383905,0.98,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxysuberate",0.0220445647112042,0,0.149004335015851,0.83,0.512031648059177,0.15,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxysebacate",0.159074434981242,0,0.07847268487926,0.83,0.848539466452873,0.15,"Interaction"
"Fatty Acid, Monohydroxy","5-hydroxyhexanoate",0.0751926602290137,0,0.737545699713102,0.83,0.695732306719768,0.15,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-methylcrotonylglycine",0.197272610469641,0,0.181120957772249,0.05,0.62583395317293,0.85,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylglycine",0.0677823819444274,0.01,0.237367506453203,0.05,0.344391954920151,0.3,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylglycine",0.0823424840395194,0.01,0.0463798391926563,0.05,0.848418165660239,0.3,"Interaction"
"Fatty Acid, Dicarboxylate","2-hydroxyadipate",0.0218180342095694,0,0.266052843369965,0.15,0.396528337114934,0.05,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylglycine",0.110988630942986,0,0.170114028567752,0.05,0.797986135403697,0.85,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)",0.0477586441630661,0.01,0.315886843613418,0.05,0.0751867270109348,0.3,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","pro-hydroxy-pro",0.103860020806978,0,0.0708388907972273,0.01,0.530971636606898,0.01,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate",0.216382086149926,0,0.0554923085950818,0.05,0.280651183487623,0.85,"Interaction"
"Fatty Acid, Dicarboxylate","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",0.0244409659525154,0,0.105034776498547,0.15,0.166129742404303,0.05,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosapentaenoate (n3 DPA; 22:5n3)",0.0258780271615577,0,0.526099152041307,1,0.198974116652988,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosadienoate (22:2n6)",0.0466524386365709,0,0.606627362247264,1,0.0730552601908555,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","adrenate (22:4n6)",0.0284043228688191,0,0.537098737324674,1,0.264637513150266,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosatrienoate (22:3n3)",0.025628155437166,0,0.566365687218842,1,0.164406882725382,0,"Interaction"
"Medium Chain Fatty Acid","10-undecenoate (11:1n1)",0.0424813213527169,0,0.558187209066104,0.82,0.294553006590661,0.32,"Interaction"
"Histidine Metabolism","1-methylhistamine",0.164651800622261,0,0.0447935305315195,0,0.382062711827644,0.02,"Interaction"
"Histidine Metabolism","4-imidazoleacetate",0.454098241585018,0,0.41626329545635,0,0.486642826067383,0.02,"Interaction"
"Histidine Metabolism","1-methyl-4-imidazoleacetate",0.113568693142982,0,0.0984078529169743,0,0.810965464446163,0.02,"Interaction"
"Fatty Acid, Dicarboxylate","sebacate (C10-DC)",0.13856281849574,0,0.509479329041698,0.15,0.128600261806023,0.05,"Interaction"
"Food Component/Plant","daidzein",0.41555260901466,0,0.108525160456376,0,0.219068622259161,0,"Interaction"
"Food Component/Plant","genistein",0.620697769614521,0,0.0584962969147537,0,0.156112621112233,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","stearidonate (18:4n3)",0.0251557175323755,0,0.529231703880535,1,0.250079282397587,0,"Interaction"
"Medium Chain Fatty Acid","5-dodecenoate (12:1n7)",0.0180834497089153,0,0.609018949707625,0.82,0.368378386816125,0.32,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","octanoylcarnitine (C8)",0.0351204696088885,0,0.538794320122244,0.83,0.548166099001703,0.8,"Interaction"
"Primary Bile Acid Metabolism","tauro-beta-muricholate",0.30338385539625,0,0.0443658515360161,0.01,0.168238391378836,0,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","decanoylcarnitine (C10)",0.0030508999759021,0,0.700163940829779,0.83,0.414880996158148,0.8,"Interaction"
"Glutamate Metabolism","N-acetylglutamine",0.051861652089983,0,0.123616639599037,0.05,0.929344828650185,0.22,"Interaction"
"Tryptophan Metabolism","N-acetyltryptophan",0.00261384220070434,0,0.356683228889694,0.01,0.809921970086236,0.15,"Interaction"
"Phenylalanine Metabolism","N-acetylphenylalanine",0.0898182377739585,0,0.279911828950703,0.26,0.202501206309491,0.02,"Interaction"
"Alanine and Aspartate Metabolism","N-acetylasparagine",0.057241596919215,0,0.116619543036452,0.12,0.769149469827674,0.6,"Interaction"
"Dipeptide","glycylleucine",0.286979961615154,0,0.165452842045518,0.27,0.0173580669031132,0.01,"Interaction"
"Glutathione Metabolism","S-methylglutathione",0.0263499827466162,0,0.0930852526519295,0,0.93646796871108,0.84,"Interaction"
"Lysophospholipid","1-palmitoyl-GPC (16:0)",0.0181159924286992,0,0.531821176273058,0.99,0.394443178349612,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","N-acetylarginine",0.0199447581533521,0,0.305265186813183,0.01,0.679045875750039,0.01,"Interaction"
"Sterol","campesterol",0.0244665171094629,0,0.51799699731865,0.75,0.95656031472794,0.17,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)",0.00106448153632787,0,0.495883258900943,0.94,0.730883094325168,0.74,"Interaction"
"Lysophospholipid","1-stearoyl-GPC (18:0)",0.0104351314426788,0,0.668560543279019,0.99,0.237317030430555,0,"Interaction"
"Lysophospholipid","1-oleoyl-GPC (18:1)",0.0180378005384598,0,0.463464593551546,0.99,0.345935496910446,0,"Interaction"
"Glycine, Serine and Threonine Metabolism","N-acetylthreonine",0.163858680978775,0,0.256059575845059,0.19,0.478388187033375,0.22,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","N-acetylisoleucine",0.0289870828456183,0,0.246754395185279,0.05,0.894698684262788,0.85,"Interaction"
"Long Chain Monounsaturated Fatty Acid","10-nonadecenoate (19:1n9)",0.00607540111020236,0,0.369932981925288,0.66,0.176274062313215,0.04,"Interaction"
"Long Chain Monounsaturated Fatty Acid","10-heptadecenoate (17:1n7)",0.00678775230756743,0,0.412887633874169,0.66,0.198221781241514,0.04,"Interaction"
"Secondary Bile Acid Metabolism","hyocholate",0.059744550388372,0,0.0877778988651189,0.07,0.543234298039208,0,"Interaction"
"Histidine Metabolism","N-acetylhistidine",0.207406875437108,0,0.057398918508786,0,0.307287304647111,0.02,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylglycine",0.030639742290086,0,0.104386036115832,0,0.631562376564112,0.98,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamyltryptophan",0.0414508265075296,0,0.295893760173663,0,0.689137006204939,0.98,"Interaction"
"Food Component/Plant","stachydrine",0.0425558375933817,0,0.0941694116384769,0,0.197071708957586,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisovalerate",0.0472890654394711,0,0.576854602496871,0.05,0.535996740511003,0.85,"Interaction"
"Nicotinate and Nicotinamide Metabolism","nicotinamide riboside",0.229085814339212,0.01,0.0386176601526481,0,0.181953155664546,0.11,"Interaction"
"Glutathione Metabolism","ophthalmate",0.0607199076935609,0,0.0197386067513163,0,0.775664908863603,0.84,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylmethionine",0.053217447289095,0,0.111799828908816,0,0.849495974783872,0.98,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",0.0670009003069171,0,0.166759839207443,0,0.830696012292836,0.98,"Interaction"
"Nicotinate and Nicotinamide Metabolism","nicotinate ribonucleoside",0.575128916170568,0.01,0.0118776136102454,0,0.0984150705288854,0.11,"Interaction"
"Aminosugar Metabolism","erythronate*",0.025866435675104,0,0.219106753753121,0.01,0.831453490037861,0.2,"Interaction"
"Long Chain Monounsaturated Fatty Acid","eicosenoate (20:1)",0.0209668761214156,0,0.627126123040646,0.66,0.0609662618758998,0.04,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","linolenate [alpha or gamma; (18:3n3 or 6)]",0.0161987727575488,0,0.546237164644946,1,0.182546463563232,0,"Interaction"
"TCA Cycle","aconitate [cis or trans]",0.302649047260479,0,0.0637819352940419,0.43,0.943370908680889,0.29,"Interaction"
"Lysophospholipid","1-myristoyl-GPC (14:0)",0.0173113191521636,0,0.409893141673363,0.99,0.371277763265874,0,"Interaction"
"Lysophospholipid","1-arachidoyl-GPC (20:0)",0.0166971495672183,0,0.518635740479808,0.99,0.30404572424967,0,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","stearoylcarnitine (C18)",0.00487674447428364,0,0.593043651521412,0.94,0.618453723411337,0.74,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)",0.00237015813837886,0,0.572405955560412,0.83,0.60803553113483,0.8,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isovalerylcarnitine (C5)",0.134281449912721,0,0.896454662167592,0.05,0.942861362421285,0.85,"Interaction"
"Lysophospholipid","1-linoleoyl-GPC (18:2)",0.0695865881394482,0,0.594378126236703,0.99,0.236329977830018,0,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","N1-methylinosine",0.0966016724690385,0,0.226499477951716,0,0.207902008178164,0.01,"Interaction"
"Food Component/Plant","beta-guanidinopropanoate",0.843704056714636,0,0.435055519842011,0,0.162078317214501,0,"Interaction"
"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",0.0154320371342715,0,0.620440547729526,0.26,0.0915483025739856,0.2,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","N4-acetylcytidine",0.0352718969390373,0,0.152301771472575,0.23,0.215244975217945,0.08,"Interaction"
"Purine Metabolism, Adenine containing","N6-carbamoylthreonyladenosine",0.0260878232468563,0,0.161563602605272,0.1,0.906140727832012,0.39,"Interaction"
"Pyrimidine Metabolism, Orotate containing","orotidine",0.0737941846206503,0,0.1222554999498,0.12,0.32544676420833,0.94,"Interaction"
"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",0.091811917372581,0,0.125140590004692,0.15,0.668913790863217,0.78,"Interaction"
"Monoacylglycerol","1-arachidonylglycerol (20:4)",0.0214677303183069,0,0.859276276259941,0.99,0.887888061868856,0.81,"Interaction"
"Monoacylglycerol","1-linolenoylglycerol (18:3)",0.0151911702703633,0,0.918137315184716,0.99,0.58088955681662,0.81,"Interaction"
"Glutathione Metabolism","cysteine-glutathione disulfide",0.0499736113278944,0,0.389881100488761,0,0.722792037420323,0.84,"Interaction"
"Pyrimidine Metabolism, Uracil containing","5-methyluridine (ribothymidine)",0.0114557212559603,0,0.603450084547219,0.15,0.276564963389508,0.78,"Interaction"
"Fatty Acid Metabolism (Acyl Glycine)","valerylglycine",0.0637467645244666,0,0.0585414131356529,0.04,0.402013965870486,0.98,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isovalerylglycine",0.179407135598801,0,0.084477756465095,0.05,0.414525540256593,0.85,"Interaction"
"Purine Metabolism, Guanine containing","7-methylguanine",0.0136344706130312,0,0.084523903384061,0.26,0.291559967276358,0.2,"Interaction"
"Lysophospholipid","1-stearoyl-GPE (18:0)",0.0143645854316675,0,0.510078610385132,0.99,0.292375802284951,0,"Interaction"
"Lysophospholipid","1-stearoyl-GPG (18:0)",0.0691975161150053,0,0.432757793397909,0.99,0.285393406083247,0,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","3-methylcytidine",0.00593233560397274,0,0.158812395678204,0.23,0.367290944241256,0.08,"Interaction"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-2-pyridone-5-carboxamide",0.176344511818354,0.01,0.0844770728969615,0,0.844256785631297,0.11,"Interaction"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-4-pyridone-3-carboxamide",0.209820024230689,0.01,0.22653745461969,0,0.654074994029066,0.11,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","mead acid (20:3n9)",0.0150578856481887,0,0.546780813077353,1,0.15747155732664,0,"Interaction"
"Monoacylglycerol","1-docosahexaenoylglycerol (22:6)",0.872510300999369,0,0.825830039719026,0.99,0.455132161874435,0.81,"Interaction"
"Monoacylglycerol","1-dihomo-linoleoylglycerol (20:2)",0.00226861068917384,0,0.613740202204541,0.99,0.266583524294073,0.81,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylisoleucine*",0.0439854394971585,0,0.16956036719381,0,0.480556978065449,0.98,"Interaction"
"Aminosugar Metabolism","N-glycolylneuraminate",0.0123202697204275,0,0.0267858667681083,0.01,0.201681902227978,0.2,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","oleoylcarnitine (C18:1)",0.00139246893786507,0,0.520355330598284,0.8,0.482472899819724,0.82,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamyl-2-aminobutyrate",0.115785156722631,0,0.507742903383777,0,0.176349570340125,0.98,"Interaction"
"Fatty Acid, Monohydroxy","4-hydroxybutyrate (GHB)",0.0161499060181979,0,0.630701539876359,0.83,0.546581305088927,0.15,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylcarnitine (C5)",0.0242673626817642,0,0.841584970824184,0.05,0.0705325656576145,0.85,"Interaction"
"Tyrosine Metabolism","phenol sulfate",0.129457931006427,0,0.263154949028099,0.03,0.731929356232456,0.73,"Interaction"
"Lysophospholipid","1-palmitoleoyl-GPC (16:1)*",0.0111210360779374,0,0.300157823575429,0.99,0.459005204613612,0,"Interaction"
"Fatty Acid Metabolism (Acyl Glycine)","hexanoylglycine",0.0577241188351063,0,0.139561472752742,0.04,0.731939846629474,0.98,"Interaction"
"Partially Characterized Molecules","glutamine_degradant*",0.0666283087409115,0,0.172723573340295,0.62,0.882281124867006,0.84,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","2-hydroxy-3-methylvalerate",0.0779123395455393,0,0.240675073103993,0.05,0.126126987242192,0.85,"Interaction"
"Food Component/Plant","ferulate",0.26794439401586,0,0.521647201677864,0,0.442533554998936,0,"Interaction"
"Food Component/Plant","homostachydrine*",0.176199980036903,0,0.536842724140362,0,0.257177677148706,0,"Interaction"
"Lysophospholipid","1-arachidonoyl-GPC (20:4n6)*",0.0108861682484924,0,0.657077056485634,0.99,0.253020063913114,0,"Interaction"
"Lysophospholipid","1-dihomo-linolenoyl-GPC (20:3n3 or 6)*",0.00964840731567479,0,0.57833134087733,0.99,0.295682723098838,0,"Interaction"
"Lysophospholipid","1-dihomo-linoleoyl-GPC (20:2)*",0.0166281661414619,0,0.507907779997597,0.99,0.190816422138056,0,"Interaction"
"Lysophospholipid","2-palmitoleoyl-GPC (16:1)*",0.0327601725175311,0,0.287778604614487,0.99,0.534604311382095,0,"Interaction"
"Lysophospholipid","2-palmitoyl-GPC (16:0)*",0.0308921249328557,0,0.594051281370117,0.99,0.182370257526303,0,"Interaction"
"Lysophospholipid","2-myristoyl-GPC (14:0)*",0.0223201793741174,0,0.620631246776333,0.99,0.306743998794602,0,"Interaction"
"Lysophospholipid","1-docosahexaenoyl-GPC (22:6)*",0.0128574328795853,0,0.529610562092855,0.99,0.328297581782549,0,"Interaction"
"Lysophospholipid","1-palmitoyl-GPE (16:0)",0.0154564469037579,0,0.593684431963071,0.99,0.420205383141906,0,"Interaction"
"Lysophospholipid","1-oleoyl-GPE (18:1)",0.0195665501126557,0,0.597930821517242,0.99,0.225239354707712,0,"Interaction"
"Lysophospholipid","1-linoleoyl-GPE (18:2)*",0.0675049078810958,0,0.620960283390167,0.99,0.325535627128499,0,"Interaction"
"Lysophospholipid","1-arachidonoyl-GPE (20:4n6)*",0.00951653398244864,0,0.506222177397468,0.99,0.427136455370841,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","N-acetylcitrulline",0.13660102939026,0,0.107360528751735,0.01,0.171718901773788,0.01,"Interaction"
"Fatty Acid, Monohydroxy","2-hydroxypalmitate",0.0185247198845283,0,0.489494035438124,0.83,0.123016335660543,0.15,"Interaction"
