"sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
"Lysine Metabolism","cadaverine",0.857157449276614,0.06,0.660297456086097,0.79,0.00510986836450423,0,"Single"
"Creatine Metabolism","creatine phosphate",0.63008288830198,0.02,0.325127565917486,0.36,0.120750920403364,0.06,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine",0.778319089428662,0.7,0.261566398634254,0.49,0.0192375090186411,0,"Single"
"Aminosugar Metabolism","glucuronate",0.846088859502509,0.71,0.55137142635409,0.32,0.0877725993597414,0.09,"None"
"Glycerolipid Metabolism","glycerol 3-phosphate",0.537196989934669,0.6,0.376619375661184,0.48,0.993547643251648,0.15,"None"
"Histidine Metabolism","imidazole lactate",0.36671755722505,0.76,0.558111857524918,0,0.649304974044081,0,"Parallel"
"Tryptophan Metabolism","kynurenine",0.381568986227112,0.63,0.098929855696767,0.3,0.0435869842332967,0.01,"Single"
"Phospholipid Metabolism","glycerophosphorylcholine (GPC)",0.702569743113505,0.59,0.602292544330574,0.01,0.0228034698909644,0,"Parallel"
"Glutamate Metabolism","N-acetylglutamate",0.0991374953073022,0.5,0.0792146465231856,0.42,0.865386144922255,0,"Single"
"Urea cycle; Arginine and Proline Metabolism","N-alpha-acetylornithine",0.99789021001077,0.19,0.459847922587126,0.02,0.322293492896207,0,"Parallel"
"Food Component/Plant","tartarate",0.349471437192157,0,0.185687928137963,0,0.0938712026379021,0.38,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthosine",0.198996504259111,0,0.0111372200272713,0,0.691899442484726,0.39,"Interaction"
"Pentose Metabolism","ribitol",0.329004684154495,0.02,0.0503455038320324,0.1,0.544371856338373,0.8,"Interaction"
"Food Component/Plant","2-isopropylmalate",0.0294215522712589,0,0.276825814784014,0,0.468691911892279,0.38,"Interaction"
"Food Component/Plant","quinate",0.235871052132464,0,0.0218968680542889,0,0.603766985014754,0.38,"Interaction"
"Tyrosine Metabolism","gentisate",0.0493599418472862,0.11,0.0361126225177651,0.18,0.693067376936083,0.28,"None"
"Lysine Metabolism","5-aminovalerate",0.338197175762096,0.06,0.460994372317963,0.79,0.750398938173577,0,"Single"
"TCA Cycle","itaconate",0.373080690102638,0.08,0.00665300960569988,0,0.019194542601069,0.02,"Parallel"
"Urea cycle; Arginine and Proline Metabolism","cis-4-hydroxyproline",0.339218527848486,0.19,0.183922357282093,0.02,0.899320143859428,0,"Parallel"
"Tryptophan Metabolism","indolelactate",0.6834559561126,0.63,0.477070119324659,0.3,0.119420904721288,0.01,"Single"
"Tryptophan Metabolism","3-indoxyl sulfate",0.369639391145582,0.63,0.825174021869028,0.3,0.856114690277588,0.01,"Single"
"Dipeptide","glycylvaline",0.362790151034759,0.42,0.0439032818069217,0.22,0.597760584682214,0.03,"Single"
"Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",0.271672870720284,0.45,0.138369635037455,0.02,0.196128418397914,0.42,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","4-methyl-2-oxopentanoate",0.336519294645669,0.77,0.768041649980022,0.02,0.525552289941349,0.09,"Parallel"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1,5-anhydroglucitol (1,5-AG)",0.499145686992745,0.54,0.275943983569477,0.13,0.0781710697531974,0.02,"Single"
"Monoacylglycerol","2-arachidonoylglycerol (20:4)",0.500645913950186,0,0.834808568625127,0.93,0.0176702571877711,0,"Interaction"
"Lysoplasmalogen","1-palmityl-GPC (O-16:0)",0.523779754862875,0.74,0.7791435798906,0.99,0.0114908976653417,0,"Single"
"Phosphatidylinositol (PI)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)",0.428915834010808,0.73,0.421353571909076,0.84,0.0895198134732459,0,"Single"
"Sphingosines","sphingosine 1-phosphate",0.647541961116851,0.3,0.704164114843943,0.09,0.0500708953687323,0.01,"Single"
"Lysophospholipid","1-stearoyl-GPI (18:0)",0.785786449354572,0.61,0.997518349342319,1,0.0498154278465912,0,"Single"
"Phosphatidylcholine (PC)","1,2-dipalmitoyl-GPC (16:0/16:0)",0.216294832648097,0.37,0.291981382746094,0.91,0.00693444239348371,0,"Single"
"Phosphatidylcholine (PC)","1,2-distearoyl-GPC (18:0/18:0)",0.178054212151435,0.37,0.744285783073366,0.91,0.666277562782601,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosahexaenoate (DHA; 22:6n3)",0.658163945646023,0.99,0.446964172181545,0.77,0.00246943726775226,0,"Single"
"Phosphatidylcholine (PC)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)",0.34397886564758,0.37,0.760779883302552,0.91,0.158782006780121,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisocaproate",0.542855800080112,0.77,0.431208574168295,0.02,0.2149691106068,0.09,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","isovalerate (i5:0)",0.413650865624075,0.77,0.0132132619906919,0.02,0.326564859622941,0.09,"Parallel"
"Fatty Acid, Monohydroxy","2-hydroxyoctanoate",0.264177409811143,0.98,0.670520743706511,0.1,0.107489534613175,0,"Single"
"Pyrimidine Metabolism, Cytidine containing","5-methylcytidine",0.637685271873368,0.7,0.270481240806689,0.49,0.0234299747606708,0,"Single"
"Fatty Acid, Monohydroxy","3-hydroxyoctanoate",0.796226290362025,0.98,0.27751786759537,0.1,0.0235556354442459,0,"Single"
"Phenylalanine Metabolism","phenyllactate (PLA)",0.788501607219753,0.65,0.849623405419392,0.83,0.074984834091671,0,"Single"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)",0.269834241318468,0.35,0.355262766487969,0.21,0.130178128141493,0,"Single"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","hexanoylcarnitine (C6)",0.405470754511771,0.68,0.443046701601374,0.06,0.161397226315953,0,"Single"
"Alanine and Aspartate Metabolism","N-acetylaspartate (NAA)",0.180465996519824,0.25,0.283540230361481,0.61,0.448175239360505,0.03,"Single"
"Tryptophan Metabolism","indoleacrylate",0.0547628059286065,0.63,0.308788844681296,0.3,0.222458526281595,0.01,"Single"
"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine s-sulfate",0.262519666521512,0.62,0.0292061931456707,0.01,0.59123441486026,0.09,"Parallel"
"Monoacylglycerol","1-palmitoylglycerol (16:0)",0.263090694117172,0,0.900745623469577,0.93,0.316304811967121,0,"Interaction"
"Food Component/Plant","tartronate (hydroxymalonate)",0.68273407615729,0,0.0722708206567468,0,0.31003619632583,0.38,"Interaction"
"Ascorbate and Aldarate Metabolism","oxalate (ethanedioate)",0.399163883250088,0.86,0.00515799277860926,0.01,0.0708688204883263,0.12,"Parallel"
"Food Component/Plant","erythritol",0.127240286731027,0,0.42017421106866,0,0.738922688703286,0.38,"Interaction"
"Fatty Acid, Dicarboxylate","adipate (C6-DC)",0.902059173088834,0.72,0.833490878267357,0.21,0.408201821571384,0,"Single"
"Chemical","iminodiacetate (IDA)",0.64050914460619,0.26,0.201164543624245,0.29,0.000949407058921262,0,"Single"
"Monoacylglycerol","1-oleoylglycerol (18:1)",0.143238868170264,0,0.785215934159974,0.93,0.0701053456665576,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxobutyrate",0.733714897778978,0.77,0.455071151850096,0.02,0.203642179133205,0.09,"Parallel"
"Monoacylglycerol","2-oleoylglycerol (18:1)",0.0356739335794453,0,0.387591452147909,0.93,0.0273713032746345,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","homoarginine",0.787546225753969,0.19,0.601292203139639,0.02,0.260101681890748,0,"Parallel"
"Urea cycle; Arginine and Proline Metabolism","homocitrulline",0.255384231608362,0.19,0.112764583696275,0.02,0.0795404407111928,0,"Parallel"
"Fatty Acid, Monohydroxy","3-hydroxypalmitate",0.559407899345919,0.98,0.382404978891416,0.1,0.0158227901627881,0,"Single"
"Monoacylglycerol","2-linoleoylglycerol (18:2)",0.0473261985149044,0,0.297237190205116,0.93,0.0324032387767696,0,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxydecanoate",0.835514833765628,0.98,0.209461636249303,0.1,0.00405098589101427,0,"Single"
"Chemical","EDTA",0.963153754949089,0.26,0.302877381319982,0.29,0.0101446633796783,0,"Single"
"Glycine, Serine and Threonine Metabolism","N-acetylglycine",0.937686799702076,0.93,0.912493075436391,0.63,0.0776314929713855,0,"Single"
"Pentose Metabolism","ribonate",0.210794481412335,0.02,0.204699060937585,0.1,0.74903071031481,0.8,"Interaction"
"Ascorbate and Aldarate Metabolism","threonate",0.553446010234497,0.86,0.200620398642097,0.01,0.511297628094638,0.12,"Parallel"
"Fructose, Mannose and Galactose Metabolism","galactonate",0.897533902804853,0.89,0.475789269173298,0.24,0.418262860722666,0.54,"None"
"Sterol","beta-sitosterol",0.235632472031021,0.35,0.929749500023387,0.88,0.623248584924632,0,"Single"
"Tryptophan Metabolism","indoleacetate",0.558743523638331,0.63,0.264003056371725,0.3,0.472811244838118,0.01,"Single"
"Monoacylglycerol","1-linoleoylglycerol (18:2)",0.208894213979948,0,0.513515758080084,0.93,0.0478246504196357,0,"Interaction"
"Monoacylglycerol","2-palmitoylglycerol (16:0)",0.00745155169844561,0,0.59658345752893,0.93,0.0587614785388718,0,"Interaction"
"Histidine Metabolism","1-methylhistidine",0.251928086704139,0.76,0.487673001598919,0,0.546360478021918,0,"Parallel"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)",0.152612863352181,0.32,0.145374091815957,0.18,0.19399720648937,0.3,"None"
"Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)",0.398228868653922,0.77,0.188095630041966,0.02,0.275081203539104,0.09,"Parallel"
"Secondary Bile Acid Metabolism","3-dehydrocholate",0.701945958357815,0.34,0.239427927919635,0.04,0.15257283672549,0,"Parallel"
"Secondary Bile Acid Metabolism","7-ketodeoxycholate",0.178179860582487,0.34,0.730207793373777,0.04,0.352977384491703,0,"Parallel"
"Primary Bile Acid Metabolism","beta-muricholate",0.438420309101394,0.04,0.0919529511018238,0.57,0.181787649997003,0,"Interaction"
"Tryptophan Metabolism","indolepropionate",0.776160206624878,0.63,0.606620256015686,0.3,0.0951556208775908,0.01,"Single"
"Food Component/Plant","N-(2-furoyl)glycine",0.359469243370124,0,0.466101257279631,0,0.207975586305733,0.38,"Interaction"
"Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)",0.228462672412698,0.45,0.240198748958856,0,0.686653124616087,0.03,"Parallel"
"Fatty Acid, Dicarboxylate","dodecanedioate (C12-DC)",0.961811150976304,0.72,0.315760726333243,0.21,0.0116907106608444,0,"Single"
"Tyrosine Metabolism","N-acetyltyrosine",0.316895184412539,0.11,0.41267108861619,0.18,0.698807737328524,0.28,"None"
"Fatty Acid, Monohydroxy","3-hydroxylaurate",0.821662363383616,0.98,0.0463464528914775,0.1,0.00813239502857135,0,"Single"
"Vitamin B6 Metabolism","pyridoxate",0.535233698465479,0.37,0.165590720199923,0.27,0.570521657897399,0.39,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamylvaline",0.496818760582613,0.45,0.228817101691495,0.02,0.369398578188814,0.42,"Parallel"
"Fatty Acid, Monohydroxy","3-hydroxysuberate",0.529975614991549,0.98,0.226281809103892,0.1,0.62344499640016,0,"Single"
"Fatty Acid, Monohydroxy","3-hydroxysebacate",0.969462901089748,0.98,0.805890728445604,0.1,0.475374871208462,0,"Single"
"Fatty Acid, Monohydroxy","5-hydroxyhexanoate",0.546054921884739,0.98,0.145259795288643,0.1,0.527550968877982,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","3-methylcrotonylglycine",0.91294209231439,0.77,0.166415552195888,0.02,0.818180867074358,0.09,"Parallel"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylglycine",0.443801197251858,0.32,0.225504324105695,0.18,0.784542428086864,0.3,"None"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylglycine",0.507714059142474,0.32,0.173463890487729,0.18,0.993171215894678,0.3,"None"
"Fatty Acid, Dicarboxylate","2-hydroxyadipate",0.216880778354778,0.72,0.0909721587306908,0.21,0.411728055160046,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylglycine",0.929931905176137,0.77,0.43543789719116,0.02,0.274211096059659,0.09,"Parallel"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)",0.103172309279233,0.32,0.21121639338577,0.18,0.0392185157109865,0.3,"None"
"Urea cycle; Arginine and Proline Metabolism","pro-hydroxy-pro",0.78234281593724,0.19,0.366704368379655,0.02,0.136640299604523,0,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate",0.495504747308389,0.77,0.619159567364329,0.02,0.11662894512525,0.09,"Parallel"
"Fatty Acid, Dicarboxylate","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",0.0775154788923114,0.72,0.16587055880023,0.21,0.352402112532218,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosapentaenoate (n3 DPA; 22:5n3)",0.52299744644814,0.99,0.569468468022832,0.77,0.00720525522583432,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosadienoate (22:2n6)",0.826629138091284,0.99,0.564636909196573,0.77,0.00242696156155758,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","adrenate (22:4n6)",0.60184779620688,0.99,0.464465965805666,0.77,0.00413379014451916,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosatrienoate (22:3n3)",0.419423123530845,0.99,0.937711741633923,0.77,0.0312300492208838,0,"Single"
"Medium Chain Fatty Acid","10-undecenoate (11:1n1)",0.883331071362688,0.99,0.200361163308544,0.01,0.0804066217865044,0,"Parallel"
"Histidine Metabolism","1-methylhistamine",0.590999784342693,0.76,0.0961252474901912,0,0.0944522100825058,0,"Parallel"
"Histidine Metabolism","4-imidazoleacetate",0.31473978405133,0.76,0.272152597416569,0,0.373224350646112,0,"Parallel"
"Histidine Metabolism","1-methyl-4-imidazoleacetate",0.336252854212105,0.76,0.176879103821981,0,0.30546919994065,0,"Parallel"
"Fatty Acid, Dicarboxylate","sebacate (C10-DC)",0.410692810312905,0.72,0.450313985110972,0.21,0.0698811708099283,0,"Single"
"Food Component/Plant","daidzein",0.183988474900835,0,0.0800020958454088,0,0.961325124115407,0.38,"Interaction"
"Food Component/Plant","genistein",0.262320329321869,0,0.164798369629739,0,0.630204044883712,0.38,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","stearidonate (18:4n3)",0.545824655834959,0.99,0.650220223582273,0.77,0.00392071991756577,0,"Single"
"Medium Chain Fatty Acid","5-dodecenoate (12:1n7)",0.672039577886014,0.99,0.0592555215939734,0.01,0.0339184020307523,0,"Parallel"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","octanoylcarnitine (C8)",0.413099964139063,0.68,0.512969819307406,0.06,0.0384921942154047,0,"Single"
"Primary Bile Acid Metabolism","tauro-beta-muricholate",0.0661700232379755,0.04,0.920016966908521,0.57,0.239879840146518,0,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","decanoylcarnitine (C10)",0.492591953082513,0.68,0.0750744611578619,0.06,0.0164611902363161,0,"Single"
"Glutamate Metabolism","N-acetylglutamine",0.495503999890853,0.5,0.720990913242303,0.42,0.597525745042491,0,"Single"
"Tryptophan Metabolism","N-acetyltryptophan",0.297658780196917,0.63,0.649968735416383,0.3,0.998773603391551,0.01,"Single"
"Phenylalanine Metabolism","N-acetylphenylalanine",0.491765800890336,0.65,0.900632677844503,0.83,0.228161275084571,0,"Single"
"Alanine and Aspartate Metabolism","N-acetylasparagine",0.383915230703323,0.25,0.221651825887246,0.61,0.654583012096262,0.03,"Single"
"Dipeptide","glycylleucine",0.695289988144958,0.42,0.464393472809979,0.22,0.316944958762603,0.03,"Single"
"Glutathione Metabolism","S-methylglutathione",0.464476207214951,0.55,0.592779463303277,0.18,0.191856070930052,0.32,"None"
"Lysophospholipid","1-palmitoyl-GPC (16:0)",0.344894969944252,0.61,0.838642056555229,1,0.0605416753107167,0,"Single"
"Urea cycle; Arginine and Proline Metabolism","N-acetylarginine",0.197583866121232,0.19,0.121763087325649,0.02,0.465957800706209,0,"Parallel"
"Sterol","campesterol",0.15682934410034,0.35,0.674618419860951,0.88,0.407953140847603,0,"Single"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)",0.461257033433109,0.35,0.0978601540535768,0.21,0.124880837841887,0,"Single"
"Lysophospholipid","1-stearoyl-GPC (18:0)",0.242161456758313,0.61,0.587784476467154,1,0.0243421462199973,0,"Single"
"Lysophospholipid","1-oleoyl-GPC (18:1)",0.379578152256724,0.61,0.846348319563158,1,0.0426480244939675,0,"Single"
"Glycine, Serine and Threonine Metabolism","N-acetylthreonine",0.702666855533187,0.93,0.326350365861748,0.63,0.955352094519715,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","N-acetylisoleucine",0.122696007089172,0.77,0.580637403154516,0.02,0.986911061355029,0.09,"Parallel"
"Long Chain Monounsaturated Fatty Acid","10-nonadecenoate (19:1n9)",0.685135912155077,0.91,0.0838087447502843,0.1,0.00160678902544942,0,"Single"
"Long Chain Monounsaturated Fatty Acid","10-heptadecenoate (17:1n7)",0.501543669148125,0.91,0.306924775935937,0.1,0.00187850332578507,0,"Single"
"Secondary Bile Acid Metabolism","hyocholate",0.615781658678069,0.34,0.000791475414720379,0.04,0.807716907187888,0,"Parallel"
"Histidine Metabolism","N-acetylhistidine",0.419254526778893,0.76,0.315346996305037,0,0.711851069122156,0,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamylglycine",0.616584411234186,0.45,0.580564303799245,0.02,0.513695777387155,0.42,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamyltryptophan",0.362395302142507,0.45,0.199392608832454,0.02,0.452061731403099,0.42,"Parallel"
"Food Component/Plant","stachydrine",0.219156167698903,0,0.398796295989878,0,0.445856228953152,0.38,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisovalerate",0.826388553587372,0.77,0.602394826489033,0.02,0.267466193848137,0.09,"Parallel"
"Nicotinate and Nicotinamide Metabolism","nicotinamide riboside",0.113901788107308,0.45,0.126462495759827,0,0.151711221825832,0.03,"Parallel"
"Glutathione Metabolism","ophthalmate",0.668032460161645,0.55,0.221367080248094,0.18,0.993519777739368,0.32,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamylmethionine",0.395179072280504,0.45,0.366538413807288,0.02,0.777906712577862,0.42,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",0.475241703925414,0.45,0.259122719290306,0.02,0.775584535005051,0.42,"Parallel"
"Nicotinate and Nicotinamide Metabolism","nicotinate ribonucleoside",0.474506214464621,0.45,0.0118544452227972,0,0.220724945283645,0.03,"Parallel"
"Aminosugar Metabolism","erythronate*",0.271649184178662,0.71,0.624525757289522,0.32,0.529661904576233,0.09,"None"
"Long Chain Monounsaturated Fatty Acid","eicosenoate (20:1)",0.909431539072058,0.91,0.0906165734239296,0.1,0.00111786185353492,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","linolenate [alpha or gamma; (18:3n3 or 6)]",0.514549977934747,0.99,0.445130012146799,0.77,0.00223369951036441,0,"Single"
"TCA Cycle","aconitate [cis or trans]",0.365088383244537,0.08,0.0429960708075014,0,0.512434185635648,0.02,"Parallel"
"Lysophospholipid","1-myristoyl-GPC (14:0)",0.462424767690352,0.61,0.866922479966342,1,0.0697557986666251,0,"Single"
"Lysophospholipid","1-arachidoyl-GPC (20:0)",0.496190747960745,0.61,0.804324945000708,1,0.0590198039920409,0,"Single"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","stearoylcarnitine (C18)",0.239335015807802,0.35,0.412624506114718,0.21,0.192091280879554,0,"Single"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)",0.570301577884161,0.68,0.0870341062897551,0.06,0.045097711580735,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","isovalerylcarnitine (C5)",0.210613351696402,0.77,0.0553857515793506,0.02,0.181321227410765,0.09,"Parallel"
"Lysophospholipid","1-linoleoyl-GPC (18:2)",0.544101930325178,0.61,0.93433854266739,1,0.0286676201669806,0,"Single"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","N1-methylinosine",0.721188242005109,0,0.776864371208633,0,0.33385676382857,0.39,"Interaction"
"Food Component/Plant","beta-guanidinopropanoate",0.369090422567766,0,0.203848235566129,0,0.350810044152816,0.38,"Interaction"
"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",0.58446872715838,0.26,0.201626852600131,0.53,0.0206679235679357,0.08,"None"
"Pyrimidine Metabolism, Cytidine containing","N4-acetylcytidine",0.45273633058737,0.7,0.794959706149739,0.49,0.682100508320949,0,"Single"
"Purine Metabolism, Adenine containing","N6-carbamoylthreonyladenosine",0.873488657334223,0.99,0.626498443589372,0.97,0.468867797678677,0.01,"Single"
"Pyrimidine Metabolism, Orotate containing","orotidine",0.481903329635718,0.02,0.530289838587911,0.15,0.101240562893294,0.25,"Interaction"
"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",0.605136020339587,0.45,0.656878405006454,0.26,0.551033482710409,0.35,"None"
"Monoacylglycerol","1-arachidonylglycerol (20:4)",0.155274462887793,0,0.372080777409247,0.93,0.0408604906323728,0,"Interaction"
"Monoacylglycerol","1-linolenoylglycerol (18:3)",0.14284549924826,0,0.544829701179079,0.93,0.152710207716433,0,"Interaction"
"Glutathione Metabolism","cysteine-glutathione disulfide",0.440018765119735,0.55,0.0976865691230566,0.18,0.882410158337105,0.32,"None"
"Pyrimidine Metabolism, Uracil containing","5-methyluridine (ribothymidine)",0.407107733000898,0.45,0.361445987967704,0.26,0.177005686008968,0.35,"None"
"Fatty Acid Metabolism (Acyl Glycine)","valerylglycine",0.591481489276321,1,0.0544770317665882,0.46,0.724145831764332,0.61,"None"
"Leucine, Isoleucine and Valine Metabolism","isovalerylglycine",0.933827671256948,0.77,0.420619388583206,0.02,0.864650366843374,0.09,"Parallel"
"Purine Metabolism, Guanine containing","7-methylguanine",0.46655130309666,0.26,0.618096028102921,0.53,0.211377220734038,0.08,"None"
"Lysophospholipid","1-stearoyl-GPE (18:0)",0.301629558745863,0.61,0.839424343650882,1,0.0603234871732239,0,"Single"
"Lysophospholipid","1-stearoyl-GPG (18:0)",0.319406280575173,0.61,0.657550068349218,1,0.237640981891519,0,"Single"
"Pyrimidine Metabolism, Cytidine containing","3-methylcytidine",0.616385135792797,0.7,0.879300901699095,0.49,0.0979138804662795,0,"Single"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-2-pyridone-5-carboxamide",0.383679299500466,0.45,0.0824311222923512,0,0.569481130656646,0.03,"Parallel"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-4-pyridone-3-carboxamide",0.500723894152721,0.45,0.309918300136535,0,0.394849442018305,0.03,"Parallel"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","mead acid (20:3n9)",0.306211910885634,0.99,0.707028903463094,0.77,0.00394690506072436,0,"Single"
"Monoacylglycerol","1-docosahexaenoylglycerol (22:6)",0.153149380074763,0,0.217680073954805,0.93,0.398271198264138,0,"Interaction"
"Monoacylglycerol","1-dihomo-linoleoylglycerol (20:2)",0.111077581861106,0,0.138934898419951,0.93,0.0135888158283797,0,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylisoleucine*",0.455510687750237,0.45,0.27607826341632,0.02,0.189765274536303,0.42,"Parallel"
"Aminosugar Metabolism","N-glycolylneuraminate",0.273502177969478,0.71,0.021252893577959,0.32,0.493880167810506,0.09,"None"
"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","oleoylcarnitine (C18:1)",0.373634122196752,0.71,0.0268084520789177,0,0.0697438327591901,0,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamyl-2-aminobutyrate",0.0939305682793516,0.45,0.0330302648409878,0.02,0.155775675331778,0.42,"Parallel"
"Fatty Acid, Monohydroxy","4-hydroxybutyrate (GHB)",0.225732304366165,0.98,0.492330121983737,0.1,0.0491018087633089,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylcarnitine (C5)",0.0896879311020835,0.77,0.301824452441359,0.02,0.0195659982998029,0.09,"Parallel"
"Tyrosine Metabolism","phenol sulfate",0.641908327053164,0.11,0.918193998886656,0.18,0.615974261012478,0.28,"None"
"Lysophospholipid","1-palmitoleoyl-GPC (16:1)*",0.318704961779561,0.61,0.956361306419034,1,0.0564409237887893,0,"Single"
"Fatty Acid Metabolism (Acyl Glycine)","hexanoylglycine",0.966515907439494,1,0.838680138315078,0.46,0.221412395325248,0.61,"None"
"Partially Characterized Molecules","glutamine_degradant*",0.0929844935646344,0.94,0.199988205911546,0,0.541170112072471,0,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","2-hydroxy-3-methylvalerate",0.864539353751215,0.77,0.877260190328276,0.02,0.160438716449202,0.09,"Parallel"
"Food Component/Plant","ferulate",0.250776073648487,0,0.349220765736573,0,0.483440176210451,0.38,"Interaction"
"Food Component/Plant","homostachydrine*",0.614107854088046,0,0.728576338458215,0,0.0206354724081696,0.38,"Interaction"
"Lysophospholipid","1-arachidonoyl-GPC (20:4n6)*",0.303678451598888,0.61,0.441883899876915,1,0.0121003021541467,0,"Single"
"Lysophospholipid","1-dihomo-linolenoyl-GPC (20:3n3 or 6)*",0.2174100917557,0.61,0.832860787858981,1,0.0222049164105333,0,"Single"
"Lysophospholipid","1-dihomo-linoleoyl-GPC (20:2)*",0.439359861535326,0.61,0.757448392757586,1,0.0158563746250967,0,"Single"
"Lysophospholipid","2-palmitoleoyl-GPC (16:1)*",0.410528722152797,0.61,0.828491355095246,1,0.777157611893276,0,"Single"
"Lysophospholipid","2-palmitoyl-GPC (16:0)*",0.345790288471276,0.61,0.918226792775921,1,0.0247604654045425,0,"Single"
"Lysophospholipid","2-myristoyl-GPC (14:0)*",0.363367451708617,0.61,0.775610046918097,1,0.0449814696671972,0,"Single"
"Lysophospholipid","1-docosahexaenoyl-GPC (22:6)*",0.434623087446219,0.61,0.589078719499689,1,0.0182329243270205,0,"Single"
"Lysophospholipid","1-palmitoyl-GPE (16:0)",0.318731776038522,0.61,0.817741245158825,1,0.105426121548351,0,"Single"
"Lysophospholipid","1-oleoyl-GPE (18:1)",0.323227237123779,0.61,0.894713502592142,1,0.0339852424237021,0,"Single"
"Lysophospholipid","1-linoleoyl-GPE (18:2)*",0.435968355295925,0.61,0.786405696130711,1,0.0695314490491669,0,"Single"
"Lysophospholipid","1-arachidonoyl-GPE (20:4n6)*",0.181490604632727,0.61,0.555250048362629,1,0.0316116703787592,0,"Single"
"Urea cycle; Arginine and Proline Metabolism","N-acetylcitrulline",0.395569704902144,0.19,0.0533479983164671,0.02,0.56933787783462,0,"Parallel"
"Fatty Acid, Monohydroxy","2-hydroxypalmitate",0.508671079129139,0.98,0.734874026476249,0.1,0.00790423750625632,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosapentaenoate (n6 DPA; 22:5n6)",0.577338807842505,0.99,0.494178200728541,0.77,0.00367502607353104,0,"Single"
"Ascorbate and Aldarate Metabolism","gulonate*",0.937328711106488,0.86,0.048351324763003,0.01,0.0567063439561755,0.12,"Parallel"
