"sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
"Primary Bile Acid Metabolism","taurocholate",0.0722919502750844,0,0.176569900202672,0.74,0.322000508095461,0.01,"Interaction"
"Secondary Bile Acid Metabolism","taurodeoxycholate",0.15279660915417,0,0.47020176080899,0.86,0.000157642178325589,0,"Interaction"
"Benzoate Metabolism","2-hydroxyhippurate (salicylurate)",0.232635660694648,0.05,0.0431120710825023,0,0.482280650550088,0.51,"Parallel"
"Fatty Acid, Dicarboxylate","azelate (C9-DC)",0.302245221189855,0,0.0434828739156258,0,0.433462171552155,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","eicosapentaenoate (EPA; 20:5n3)",0.0442797999573252,0,0.522673961334855,0.97,0.0317352138358958,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","methylsuccinate",0.222150304244292,0,0.296313466091092,0,0.655321888737562,0.79,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","ethylmalonate",0.0427744010727223,0,0.191807523063592,0,0.964028332414588,0.79,"Interaction"
"Carnitine Metabolism","carnitine",0.144991517904535,0.09,0.786380671627137,0.47,0.0911193490603752,0.07,"None"
"Benzoate Metabolism","benzoate",0.343364931203055,0.05,0.503195778187976,0,0.988738125148115,0.51,"Parallel"
"Benzoate Metabolism","3-phenylpropionate (hydrocinnamate)",0.415775757017585,0.05,0.502432637195217,0,0.288358599815722,0.51,"Parallel"
"Benzoate Metabolism","hippurate",0.546088098186207,0.05,0.00815528614137772,0,0.441669281612072,0.51,"Parallel"
"Tryptophan Metabolism","xanthurenate",0.323080400676406,0,0.0560485265791074,0,0.823886811370508,0.11,"Interaction"
"Fatty Acid, Dicarboxylate","suberate (C8-DC)",0.155381471880142,0,0.0384348198865571,0,0.951397455246276,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxovalerate",0.0655159109272922,0,0.558874109280882,0,0.479345550370146,0.79,"Interaction"
"Methionine, Cysteine, SAM and Taurine Metabolism","methionine sulfoxide",0.263752164894554,0,0.037521578133753,0,0.683573240570788,0.63,"Interaction"
"Histidine Metabolism","3-methylhistidine",0.25992400069543,0.02,0.261190600207424,0,0.000131473199452327,0,"Interaction"
"Histidine Metabolism","anserine",0.0760597840866347,0.02,0.187067793360571,0,0.0353971077509294,0,"Interaction"
"Lysine Metabolism","5-hydroxylysine",0.216865771735847,0,0.0592187616516485,0,0.197439903584603,0.12,"Interaction"
"Fructose, Mannose and Galactose Metabolism","2-ketogulonate",0.214227701608029,0.03,0.1791137985935,0.03,0.838693795110262,0.9,"Interaction"
"Guanidino and Acetamido Metabolism","4-guanidinobutanoate",0.0726401597531775,0.05,0.00163843541745028,0,0.736689360069192,0.82,"Parallel"
"Fatty Acid, Dicarboxylate","pimelate (C7-DC)",0.134233801929638,0,0.0180563158207844,0,0.967388215328493,0,"Interaction"
"Lysine Metabolism","cadaverine",0.0421384387324089,0,0.339655751342434,0,0.00826498741033527,0.12,"Interaction"
"Creatine Metabolism","creatine phosphate",0.627030239810834,0,0.0312223691061061,0.03,0.335255852795237,0.3,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine",0.0273501781976274,0,0.184003668165387,0.02,0.0555367924502099,0.07,"Interaction"
"Aminosugar Metabolism","glucuronate",0.218785900230644,0,0.221837640703772,0,0.20942836423164,0.18,"Interaction"
"Glycerolipid Metabolism","glycerol 3-phosphate",0.011111906756596,0,0.10053155420265,0.01,0.863244240302414,0.4,"Interaction"
"Histidine Metabolism","imidazole lactate",0.16168563099466,0.02,0.527313798167657,0,0.85547335479266,0,"Interaction"
"Tryptophan Metabolism","kynurenine",0.0619544878610538,0,0.0262061507912896,0,0.0923946905177032,0.11,"Interaction"
"Phospholipid Metabolism","glycerophosphorylcholine (GPC)",0.253380191921054,0,0.0268213419911938,0,0.0849033674947173,0.11,"Interaction"
"Glutamate Metabolism","N-acetylglutamate",0.0910388264807218,0,0.00326497619244621,0,0.81274553146888,0.12,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","N-alpha-acetylornithine",0.573977231774202,0,0.942560826199513,0,0.603529484024089,0,"Interaction"
"Food Component/Plant","tartarate",0.201066242275798,0,0.283273107072244,0,0.11435053399607,0.26,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthosine",0.332259457998491,0,0.00808089184615071,0,0.655042451758722,0.02,"Interaction"
"Pentose Metabolism","ribitol",0.141447840300097,0,0.0140934437575769,0,0.815776033320871,1,"Interaction"
"Food Component/Plant","2-isopropylmalate",0.0299398120013201,0,0.0367578474639264,0,0.387993033731987,0.26,"Interaction"
"Food Component/Plant","quinate",0.110556383281515,0,0.0974143474847001,0,0.807487255337332,0.26,"Interaction"
"Tyrosine Metabolism","gentisate",0.042906315547562,0.01,0.0727736637935328,0,0.903041952071036,0.88,"Interaction"
"Lysine Metabolism","5-aminovalerate",0.429836526011476,0,0.0882831159441738,0,0.947640976888698,0.12,"Interaction"
"TCA Cycle","itaconate",0.0110552909591557,0,0.159152291628888,0,0.0211782252617774,0.09,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","cis-4-hydroxyproline",0.23672123695621,0,0.0557201809873007,0,0.76477426168001,0,"Interaction"
"Tryptophan Metabolism","indolelactate",0.101403068583986,0,0.0713850577935839,0,0.114705272103142,0.11,"Interaction"
"Tryptophan Metabolism","3-indoxyl sulfate",0.360602328466963,0,0.194841100386223,0,0.594290809917385,0.11,"Interaction"
"Dipeptide","glycylvaline",0.0626120860326962,0.01,0.0634927478484013,0.01,0.885657266277046,0.04,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",0.133002945442129,0,0.047129306607148,0,0.38469711230921,0.99,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","4-methyl-2-oxopentanoate",0.0619247880955375,0,0.537052471056944,0,0.817270861039784,0.79,"Interaction"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1,5-anhydroglucitol (1,5-AG)",0.165715213623721,0,0.0949114498868092,0,0.189471443626589,0.15,"Interaction"
"Monoacylglycerol","2-arachidonoylglycerol (20:4)",0.0470728146402477,0,0.309867950624054,0.34,0.0601771992944339,0.01,"Interaction"
"Lysoplasmalogen","1-palmityl-GPC (O-16:0)",0.0442966195693297,0,0.388522161833283,0.12,0.0234449965148901,0,"Interaction"
"Phosphatidylinositol (PI)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)",0.0225298162614492,0,0.755766789667909,0.95,0.21809153250364,0.03,"Interaction"
"Sphingosines","sphingosine 1-phosphate",0.0385963838057629,0.01,0.363551556038391,0,0.111247751871388,0.1,"Interaction"
"Lysophospholipid","1-stearoyl-GPI (18:0)",0.117845794653851,0,0.23370408837074,0.09,0.099865284664216,0,"Interaction"
"Phosphatidylcholine (PC)","1,2-dipalmitoyl-GPC (16:0/16:0)",0.0223038129297619,0,0.00536367411591961,0.31,0.0704438273939673,0,"Interaction"
"Phosphatidylcholine (PC)","1,2-distearoyl-GPC (18:0/18:0)",0.0575302887941501,0,0.221215571972358,0.31,0.743685964257438,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosahexaenoate (DHA; 22:6n3)",0.0380123214688347,0,0.81418579252556,0.97,0.0066581732042064,0,"Interaction"
"Phosphatidylcholine (PC)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)",0.0573169780826496,0,0.0577399014681478,0.31,0.376671233041995,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisocaproate",0.136201221917477,0,0.584158934348899,0,0.280570611847655,0.79,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isovalerate (i5:0)",0.0962808909735488,0,0.0937095108605553,0,0.596525011085792,0.79,"Interaction"
"Benzoate Metabolism","4-acetylphenol sulfate",0.188050438400957,0.05,0.0586867749982575,0,0.431177750403886,0.51,"Parallel"
"Guanidino and Acetamido Metabolism","1-methylguanidine",0.0639441249336887,0.05,0.00104651594527048,0,0.340117235161244,0.82,"Parallel"
"Fatty Acid, Monohydroxy","2-hydroxyoctanoate",0.10388587646286,0,0.132772191787121,0.49,0.296639071964668,0,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","5-methylcytidine",0.00327815860122221,0,0.363492015254296,0.02,0.0852687817099868,0.07,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxyoctanoate",0.0519364619887907,0,0.637620199987312,0.49,0.0658351563094875,0,"Interaction"
"Phenylalanine Metabolism","phenyllactate (PLA)",0.103419111611174,0.02,0.0574086024487447,0.03,0.0937734125095957,0.01,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)",0.000431274507143846,0,0.310414166247848,0.92,0.40751511064689,0.16,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","hexanoylcarnitine (C6)",0.136461240115354,0,0.248424668753476,0.82,0.459265295907298,0.08,"Interaction"
"Alanine and Aspartate Metabolism","N-acetylaspartate (NAA)",0.0624779721271188,0,0.70972540487491,0,0.735361213558654,0.45,"Interaction"
"Tryptophan Metabolism","indoleacrylate",0.0346951098390472,0,0.687962917174822,0,0.433141140674358,0.11,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)","acetylcarnitine (C2)",0.0649365288824528,0.0649365288824528,0.502137441775822,0.502137441775822,0.0788264874848755,0.0788264874848755,"None"
"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine s-sulfate",0.00798352904192622,0,0.458088593530217,0,0.689238507894228,0.63,"Interaction"
"Monoacylglycerol","1-palmitoylglycerol (16:0)",0.165297904740696,0,0.289362617595512,0.34,0.62476005102615,0.01,"Interaction"
"Food Component/Plant","tartronate (hydroxymalonate)",0.220604510514848,0,0.155811431016591,0,0.0681482807287595,0.26,"Interaction"
"Ascorbate and Aldarate Metabolism","oxalate (ethanedioate)",0.0480742147356648,0,0.614483017943548,0.06,0.129579188761711,0.57,"Interaction"
"Food Component/Plant","erythritol",0.0837995295658451,0,0.0449274050916887,0,0.577082367320443,0.26,"Interaction"
"Fatty Acid, Dicarboxylate","adipate (C6-DC)",0.991913062095756,0,0.772042007069543,0,0.454941969762588,0,"Interaction"
"Chemical","iminodiacetate (IDA)",0.0515568856600895,0,0.954251905065143,0,0.00117353033082529,0,"Interaction"
"Monoacylglycerol","1-oleoylglycerol (18:1)",0.00265064457430519,0,0.158052957082303,0.34,0.200810968583134,0.01,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxobutyrate",0.103389441694388,0,0.576821526233631,0,0.454733147787122,0.79,"Interaction"
"Monoacylglycerol","2-oleoylglycerol (18:1)",0.000598590738286585,0,0.141824392801004,0.34,0.096707503103683,0.01,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","homoarginine",0.469261308090351,0,0.713854854323369,0,0.516045230524731,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","homocitrulline",0.162773024670677,0,0.20072190992361,0,0.10725816535088,0,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxypalmitate",0.0346572455517528,0,0.52885251900122,0.49,0.055046161367113,0,"Interaction"
"Monoacylglycerol","2-linoleoylglycerol (18:2)",0.00235905926461567,0,0.731910407254857,0.34,0.115079662411937,0.01,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxydecanoate",0.0162748158170883,0,0.583761177905886,0.49,0.0171106629608828,0,"Interaction"
"Chemical","EDTA",0.115596917700582,0,0.987312672919491,0,0.00513685077252388,0,"Interaction"
"Glycine, Serine and Threonine Metabolism","N-acetylglycine",0.147680948073916,0.01,0.400761101843178,0,0.187967804348251,0.05,"Interaction"
"Pentose Metabolism","ribonate",0.0255443578723983,0,0.0987200228141158,0,0.936906791121351,1,"Interaction"
"Ascorbate and Aldarate Metabolism","threonate",0.224829757859655,0,0.35884506127876,0.06,0.780033376642314,0.57,"Interaction"
"Fructose, Mannose and Galactose Metabolism","galactonate",0.530323033387572,0.03,0.04863002123478,0.03,0.774651998623638,0.9,"Interaction"
"Sterol","beta-sitosterol",0.0214444072569596,0,0.223051205920301,0.4,0.800241946293682,0.03,"Interaction"
"Tryptophan Metabolism","indoleacetate",0.326151589569515,0,0.241259212370943,0,0.738389809087747,0.11,"Interaction"
"Monoacylglycerol","1-linoleoylglycerol (18:2)",0.0135521434647922,0,0.801816552918569,0.34,0.131949432096095,0.01,"Interaction"
"Monoacylglycerol","2-palmitoylglycerol (16:0)",0.00136727634655825,0,0.195249081078927,0.34,0.131369753123216,0.01,"Interaction"
"Histidine Metabolism","1-methylhistidine",0.086177324247483,0.02,0.0941857565858946,0,0.477436041392165,0,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)",0.0672964004186745,0.04,0.0246567633125372,0,0.486783283663166,0.29,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)",0.0585671520444551,0,0.349586383457485,0,0.550094353248054,0.79,"Interaction"
"Secondary Bile Acid Metabolism","3-dehydrocholate",0.00296075443823063,0,0.728899409529497,0.86,0.150550899871733,0,"Interaction"
"Secondary Bile Acid Metabolism","7-ketodeoxycholate",0.0779412057444941,0,0.728708755893792,0.86,0.268837088284353,0,"Interaction"
"Primary Bile Acid Metabolism","beta-muricholate",0.0219120264004605,0,0.716547823086488,0.74,0.163416157909336,0.01,"Interaction"
"Tryptophan Metabolism","indolepropionate",0.26412304834313,0,0.342923473401793,0,0.156831587181406,0.11,"Interaction"
"Food Component/Plant","N-(2-furoyl)glycine",0.0611974232540862,0,0.134947412126382,0,0.558113654146401,0.26,"Interaction"
"Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)",0.28943460401522,0.01,0.0271622922199121,0,0.597549607702237,0.1,"Interaction"
"Fatty Acid, Dicarboxylate","dodecanedioate (C12-DC)",0.255795558472504,0,0.00577694410735851,0,0.0187948831201607,0,"Interaction"
"Tyrosine Metabolism","N-acetyltyrosine",0.373636996301249,0.01,0.0696212882858228,0,0.513721239299358,0.88,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxylaurate",0.00572888600697619,0,0.461024356234433,0.49,0.0291783641705692,0,"Interaction"
"Vitamin B6 Metabolism","pyridoxate",0.0118087191808723,0,0.0998225178835632,0.3,0.894294688019589,0.84,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylvaline",0.0435433751125167,0,0.0203764722807861,0,0.699274396509941,0.99,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxysuberate",0.0533988479638783,0,0.0584193698536298,0.49,0.769623256933447,0,"Interaction"
"Fatty Acid, Monohydroxy","3-hydroxysebacate",0.361041138352081,0,0.0865910148624877,0.49,0.630199932735116,0,"Interaction"
"Fatty Acid, Monohydroxy","5-hydroxyhexanoate",0.0466927296372869,0,0.890460017459689,0.49,0.814299446409908,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-methylcrotonylglycine",0.273009149126614,0,0.0738473755245052,0,0.735986653702473,0.79,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylglycine",0.127683803204486,0.04,0.0679718094423481,0,0.532398960890156,0.29,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylglycine",0.152238459282853,0.04,0.0262505861704737,0,0.969388359402597,0.29,"Interaction"
"Fatty Acid, Dicarboxylate","2-hydroxyadipate",0.0611219991669052,0,0.0796231356614718,0,0.226931964759462,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylglycine",0.147204198579464,0,0.117920774574661,0,0.482760605903895,0.79,"Interaction"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)",0.0537909181122278,0.04,0.138531467121732,0,0.0636300322842755,0.29,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","pro-hydroxy-pro",0.158546414231395,0,0.0176883811860732,0,0.381551022243614,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate",0.182119709846075,0,0.0479924651232221,0,0.245517329314678,0.79,"Interaction"
"Fatty Acid, Dicarboxylate","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",0.0518939030084568,0,0.0650699117809432,0,0.330902726142372,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosapentaenoate (n3 DPA; 22:5n3)",0.0267098363407942,0,0.446769313146836,0.97,0.0261736009243925,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosadienoate (22:2n6)",0.048453389909415,0,0.755778085079133,0.97,0.00638953013964618,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","adrenate (22:4n6)",0.0237754437595968,0,0.535652437726527,0.97,0.026231252143803,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosatrienoate (22:3n3)",0.0666873391670253,0,0.383602983830733,0.97,0.0833422129569948,0,"Interaction"
"Medium Chain Fatty Acid","10-undecenoate (11:1n1)",0.0345881609828747,0,0.522045378997405,0.69,0.197543719437594,0,"Interaction"
"Histidine Metabolism","1-methylhistamine",0.370577407680064,0.02,0.00340965875241308,0,0.224878664089417,0,"Interaction"
"Histidine Metabolism","4-imidazoleacetate",0.571116737641909,0.02,0.0716358873308658,0,0.630118915256492,0,"Interaction"
"Histidine Metabolism","1-methyl-4-imidazoleacetate",0.189735052199286,0.02,0.0237669320268629,0,0.644121331242753,0,"Interaction"
"Fatty Acid, Dicarboxylate","sebacate (C10-DC)",0.21247159928386,0,0.35719247330901,0,0.085823163153555,0,"Interaction"
"Guanidino and Acetamido Metabolism","guanidinosuccinate",0.350725839857577,0.05,0.687733604421116,0,0.949024748302276,0.82,"Parallel"
"Food Component/Plant","daidzein",0.419099737654078,0,0.0330254703810861,0,0.463900737568804,0.26,"Interaction"
"Food Component/Plant","genistein",0.536561791577868,0,0.0504852389485662,0,0.445313224881564,0.26,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","stearidonate (18:4n3)",0.0283593894858394,0,0.460543961737355,0.97,0.0195605178943916,0,"Interaction"
"Medium Chain Fatty Acid","5-dodecenoate (12:1n7)",0.0060170314924505,0,0.588206199915891,0.69,0.104260413149221,0,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","octanoylcarnitine (C8)",0.0277467131336778,0,0.653187561011823,0.82,0.205508653931941,0.08,"Interaction"
"Primary Bile Acid Metabolism","tauro-beta-muricholate",0.0200782875201144,0,0.428853815109608,0.74,0.264687542411515,0.01,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","decanoylcarnitine (C10)",0.0012180340870754,0,0.680282477008348,0.82,0.0767748405352154,0.08,"Interaction"
"Glutamate Metabolism","N-acetylglutamine",0.0907478609184948,0,0.0375460210712138,0,0.908322467342677,0.12,"Interaction"
"Tryptophan Metabolism","N-acetyltryptophan",0.00260548682316008,0,0.234088827767842,0,0.950202735042824,0.11,"Interaction"
"Phenylalanine Metabolism","N-acetylphenylalanine",0.160350466316142,0.02,0.120786888589493,0.03,0.30936500986552,0.01,"Interaction"
"Alanine and Aspartate Metabolism","N-acetylasparagine",0.12869621927201,0,0.0177821562602578,0,0.905830954659417,0.45,"Interaction"
"Dipeptide","glycylleucine",0.638962080098373,0.01,0.045172458528956,0.01,0.0548042377156319,0.04,"Interaction"
"Glutathione Metabolism","S-methylglutathione",0.0362014922413609,0,0.0325980994762373,0,0.615577573716771,0.8,"Interaction"
"Lysophospholipid","1-palmitoyl-GPC (16:0)",0.0246347819411905,0,0.342124309168565,0.09,0.21104425035144,0,"Interaction"
"Urea cycle; Arginine and Proline Metabolism","N-acetylarginine",0.0534755099068688,0,0.0744993378815518,0,0.741747099982059,0,"Interaction"
"Sterol","campesterol",0.0317059122902073,0,0.423908999413756,0.4,0.575815076022151,0.03,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)",0.000284665377948344,0,0.566991369768095,0.92,0.371104236800268,0.16,"Interaction"
"Lysophospholipid","1-stearoyl-GPC (18:0)",0.0126675208317566,0,0.475231433394291,0.09,0.100075276829478,0,"Interaction"
"Lysophospholipid","1-oleoyl-GPC (18:1)",0.0307065035923938,0,0.27868080403887,0.09,0.159770075925343,0,"Interaction"
"Glycine, Serine and Threonine Metabolism","N-acetylthreonine",0.297304931769992,0.01,0.0570834218229727,0,0.633450723797838,0.05,"Interaction"
"Acetylated Peptides","phenylacetylglycine",0.307938477378699,0.74,0.0594682695194138,0.04,0.590285633259124,0.06,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","N-acetylisoleucine",0.0368682529548687,0,0.0705405774801288,0,0.983226836046489,0.79,"Interaction"
"Long Chain Monounsaturated Fatty Acid","10-nonadecenoate (19:1n9)",0.00230662192474385,0,0.210625509013909,0.33,0.00675978605621658,0,"Interaction"
"Long Chain Monounsaturated Fatty Acid","10-heptadecenoate (17:1n7)",0.00390593100394357,0,0.27925843127727,0.33,0.011071050379686,0,"Interaction"
"Secondary Bile Acid Metabolism","hyocholate",0.0305090781097259,0,0.0186590596810788,0.86,0.696320606935522,0,"Interaction"
"Histidine Metabolism","N-acetylhistidine",0.194692606926421,0.02,0.0292985403656702,0,0.533232525229408,0,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylglycine",0.0503297740399985,0,0.0310267838486869,0,0.808540761746465,0.99,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamyltryptophan",0.0622060853391012,0,0.068175990288015,0,0.751606144421834,0.99,"Interaction"
"Food Component/Plant","stachydrine",0.153449730979864,0,0.0161771790252694,0,0.456013393931005,0.26,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisovalerate",0.0672939942798454,0,0.701743366081601,0,0.524140382133442,0.79,"Interaction"
"Nicotinate and Nicotinamide Metabolism","nicotinamide riboside",0.0888275933416297,0.01,0.143395299817377,0,0.227484471470134,0.1,"Interaction"
"Glutathione Metabolism","ophthalmate",0.136111773064311,0,0.0100502034085957,0,0.939490878213924,0.8,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylmethionine",0.115595490647293,0,0.0136001065246448,0,0.962942111436198,0.99,"Interaction"
"Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",0.131055137047614,0,0.0294874662582099,0,0.958555622268041,0.99,"Interaction"
"Benzoate Metabolism","p-cresol sulfate",0.12271090940117,0.05,0.0227658399198022,0,0.335891925292046,0.51,"Parallel"
"Nicotinate and Nicotinamide Metabolism","nicotinate ribonucleoside",0.704922408426204,0.01,0.00330260131687041,0,0.179915540099852,0.1,"Interaction"
"Aminosugar Metabolism","erythronate*",0.047635148149199,0,0.0707411280774076,0,0.82901839827716,0.18,"Interaction"
"Long Chain Monounsaturated Fatty Acid","eicosenoate (20:1)",0.0139566796964719,0,0.513476972503031,0.33,0.00177415952421579,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","linolenate [alpha or gamma; (18:3n3 or 6)]",0.0141080780153925,0,0.49089005034963,0.97,0.0120882589239141,0,"Interaction"
"TCA Cycle","aconitate [cis or trans]",0.502208614060782,0,0.00485373761478222,0,0.789232509178499,0.09,"Interaction"
"Lysophospholipid","1-myristoyl-GPC (14:0)",0.0286801874483221,0,0.264625380319518,0.09,0.219784644825222,0,"Interaction"
"Lysophospholipid","1-arachidoyl-GPC (20:0)",0.0305175584433788,0,0.433579981477511,0.09,0.189955993908054,0,"Interaction"
"Hemoglobin and Porphyrin Metabolism","heme",0.721332506824545,0.44,7.69766432297314e-05,0,0.00958003224747372,0.01,"Parallel"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","stearoylcarnitine (C18)",0.00244013676475712,0,0.618821132968853,0.92,0.482030215130878,0.16,"Interaction"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)",0.000786408987100177,0,0.628519397151086,0.82,0.169976703044502,0.08,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isovalerylcarnitine (C5)",0.169053634271902,0,0.527200884668646,0,0.554368845571554,0.79,"Interaction"
"Lysophospholipid","1-linoleoyl-GPC (18:2)",0.147587161018163,0,0.441385516633476,0.09,0.0848952383833672,0,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","N1-methylinosine",0.274661110546308,0,0.350675341416076,0,0.42897846051357,0.02,"Interaction"
"Food Component/Plant","beta-guanidinopropanoate",0.768636072005014,0,0.155074629538658,0,0.340668332161865,0.26,"Interaction"
"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",0.0127125626261233,0,0.602890356328092,0.13,0.0396353516536764,0.2,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","N4-acetylcytidine",0.0738659217962318,0,0.0419837066926296,0.02,0.348692782691639,0.07,"Interaction"
"Purine Metabolism, Adenine containing","N6-carbamoylthreonyladenosine",0.0128087047480323,0,0.174022385859993,0.01,0.801579002166391,0.08,"Interaction"
"Pyrimidine Metabolism, Orotate containing","orotidine",0.14153144764588,0,0.0274083432213503,0.01,0.278709184274257,0.69,"Interaction"
"Benzoate Metabolism","4-hydroxyhippurate",0.186164267364768,0.05,0.00766342568785696,0,0.698923097268362,0.51,"Parallel"
"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",0.183055096802887,0,0.0440455806912772,0.03,0.861411250847258,0.73,"Interaction"
"Monoacylglycerol","1-arachidonylglycerol (20:4)",0.0179607484304911,0,0.830338596065017,0.34,0.0876464154812953,0.01,"Interaction"
"Monoacylglycerol","1-linolenoylglycerol (18:3)",0.0193157486070072,0,0.816114405202032,0.34,0.34802439959037,0.01,"Interaction"
"Glutathione Metabolism","cysteine-glutathione disulfide",0.165636400007718,0,0.262065331359306,0,0.856227058346887,0.8,"Interaction"
"Pyrimidine Metabolism, Uracil containing","5-methyluridine (ribothymidine)",0.0110713128587999,0,0.475316897904023,0.03,0.337048933682761,0.73,"Interaction"
"Fatty Acid Metabolism (Acyl Glycine)","valerylglycine",0.0869085309609613,0,0.0207452364061791,0.18,0.615006434482185,0.98,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","isovalerylglycine",0.255722334185499,0,0.0319388665559501,0,0.595005614540794,0.79,"Interaction"
"Purine Metabolism, Guanine containing","7-methylguanine",0.0082357804454421,0,0.0386193004290843,0.13,0.412430031366008,0.2,"Interaction"
"Lysophospholipid","1-stearoyl-GPE (18:0)",0.0180440006156755,0,0.288135020754095,0.09,0.195875713425513,0,"Interaction"
"Lysophospholipid","1-stearoyl-GPG (18:0)",0.165508817560871,0,0.138150946835882,0.09,0.409392241902446,0,"Interaction"
"Pyrimidine Metabolism, Cytidine containing","3-methylcytidine",0.0076973090984765,0,0.111711933341058,0.02,0.321821196913805,0.07,"Interaction"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-2-pyridone-5-carboxamide",0.0529947918232379,0.01,0.162371609690606,0,0.879849777543555,0.1,"Interaction"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-4-pyridone-3-carboxamide",0.125580394301136,0.01,0.567370814289658,0,0.741563785459731,0.1,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","mead acid (20:3n9)",0.0183437384475695,0,0.288586109881185,0.97,0.0157918391480106,0,"Interaction"
"Monoacylglycerol","1-docosahexaenoylglycerol (22:6)",0.26020510723911,0,0.458472379529465,0.34,0.647332842395572,0.01,"Interaction"
"Monoacylglycerol","1-dihomo-linoleoylglycerol (20:2)",0.00140447211555056,0,0.502155775046401,0.34,0.0636609404892193,0.01,"Interaction"
