"sub_pathway","chem_name","interaction_pval","interaction_fisher","parallel_pval","parallel_fisher","single_pval","single_fisher","model"
"Benzoate Metabolism","2-hydroxyhippurate (salicylurate)",0.246529317271552,0.09,0.320079917190659,0,0.024238679588743,0,"Parallel"
"Fatty Acid, Dicarboxylate","azelate (C9-DC)",0.373872613791107,0.93,0.54437630316628,0.95,0.424465665010806,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","eicosapentaenoate (EPA; 20:5n3)",0.924358796690819,1,0.363712488427544,0.16,0.212547675366934,0.04,"Single"
"Leucine, Isoleucine and Valine Metabolism","methylsuccinate",0.556741446062686,0.81,0.775518234741711,0.88,0.195533550049921,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","ethylmalonate",0.261141725402597,0.81,0.374066612100135,0.88,0.623851798021484,0,"Single"
"Carnitine Metabolism","carnitine",0.267448259408385,0.54,0.25589152159406,0.26,0.201674644778132,0.09,"None"
"Benzoate Metabolism","benzoate",0.474740467258699,0.09,0.745003275842169,0,0.464116462253715,0,"Parallel"
"Benzoate Metabolism","3-phenylpropionate (hydrocinnamate)",0.521498080558412,0.09,0.00798627088451519,0,0.408165254065579,0,"Parallel"
"Benzoate Metabolism","hippurate",0.616736401508861,0.09,0.00451787536541487,0,0.627227100487582,0,"Parallel"
"Tryptophan Metabolism","xanthurenate",0.127199073963218,0.65,0.0912387968338192,0.25,0.0703606329118164,0,"Single"
"Fatty Acid, Dicarboxylate","suberate (C8-DC)",0.225745520191785,0.93,0.561726424007704,0.95,0.359371138110802,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxovalerate",0.378425832028786,0.81,0.666858745810879,0.88,0.0371001897611506,0,"Single"
"Methionine, Cysteine, SAM and Taurine Metabolism","methionine sulfoxide",0.182747780121619,0.35,0.510256693719009,0.06,0.0371334774986415,0,"Single"
"Histidine Metabolism","3-methylhistidine",0.884350892845446,1,0.00310892238412612,0,0.928465537134161,0,"Parallel"
"Histidine Metabolism","anserine",0.942895481006552,1,0.000904507951777375,0,0.170599111158123,0,"Parallel"
"Lysine Metabolism","5-hydroxylysine",0.642130328077905,0.76,0.547094639369011,0.36,0.06517748901376,0,"Single"
"Fructose, Mannose and Galactose Metabolism","2-ketogulonate",0.347966930577689,0.32,0.489390567630176,0.42,0.278292612508851,0.22,"None"
"Guanidino and Acetamido Metabolism","4-guanidinobutanoate",0.197002301059555,0.43,0.146384064741747,0.05,0.0682159276131882,0.02,"Single"
"Fatty Acid, Dicarboxylate","pimelate (C7-DC)",0.374532420126277,0.93,0.990515327331753,0.95,0.218877031344915,0,"Single"
"Lysine Metabolism","cadaverine",0.708798982810263,0.76,0.199585161264734,0.36,0.270653130664447,0,"Single"
"Creatine Metabolism","creatine phosphate",0.515176842149752,0.67,0.802071038222816,0.86,0.828590938593827,0.31,"None"
"Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine",0.798094192240235,0.89,0.092204354467583,0.11,0.434766435301135,0.5,"None"
"Aminosugar Metabolism","glucuronate",0.167483446508393,0.77,0.103844186603793,0.07,0.430018838193061,0.87,"None"
"Glycerolipid Metabolism","glycerol 3-phosphate",0.833599179361033,0.77,0.0437933277551766,0.23,0.257340456340195,0.25,"None"
"Histidine Metabolism","imidazole lactate",0.263534425894449,1,0.514883724181087,0,0.0936701220197382,0,"Parallel"
"Tryptophan Metabolism","kynurenine",0.697850208305649,0.65,0.28816671661963,0.25,0.375649225504041,0,"Single"
"Phospholipid Metabolism","glycerophosphorylcholine (GPC)",0.764387348491144,0.81,0.869510968728982,0.02,0.590738870415458,0.18,"Parallel"
"Glutamate Metabolism","N-acetylglutamate",0.22173277469961,0.83,0.89300535549452,0.07,0.0837419996247145,0.01,"Single"
"Urea cycle; Arginine and Proline Metabolism","N-alpha-acetylornithine",0.698034680812059,0.84,0.650168137986379,0.03,0.310665621554563,0,"Parallel"
"Food Component/Plant","tartarate",0.270700906820559,0.04,0.209581465648943,0,0.681589212846754,0,"Interaction"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthosine",0.960521057362604,0.01,0.428252821063822,0.39,0.836420371972695,0.02,"Interaction"
"Pentose Metabolism","ribitol",0.741817425778909,0.3,0.602112195263169,0.97,0.0598109310249373,0.17,"None"
"Food Component/Plant","2-isopropylmalate",0.265784993376496,0.04,0.218975651865736,0,0.0499290570142239,0,"Interaction"
"Food Component/Plant","quinate",0.728156048542286,0.04,0.561401347356198,0,0.0316551655710799,0,"Interaction"
"Tyrosine Metabolism","gentisate",0.607108009055685,0.06,0.0190458239525408,0.25,0.0358211562823401,0,"Single"
"Lysine Metabolism","5-aminovalerate",0.961472134703419,0.76,0.442950461116841,0.36,0.0923644288010446,0,"Single"
"TCA Cycle","itaconate",0.193703442374358,0.45,0.0823327292261992,0.54,0.476164196252263,0.19,"None"
"Urea cycle; Arginine and Proline Metabolism","cis-4-hydroxyproline",0.424797385826523,0.84,0.430046516926711,0.03,0.746713421147538,0,"Parallel"
"Tryptophan Metabolism","indolelactate",0.433674702650678,0.65,0.596349907931993,0.25,0.0195816295696615,0,"Single"
"Tryptophan Metabolism","3-indoxyl sulfate",0.326622772121462,0.65,0.324548581068801,0.25,0.315404129154684,0,"Single"
"Dipeptide","glycylvaline",0.785570181086925,0.94,0.733603728489159,0.5,0.0217066224068181,0,"Single"
"Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",0.501431935320752,0.48,0.118859951275413,0.13,0.046249219512516,0.19,"None"
"Leucine, Isoleucine and Valine Metabolism","4-methyl-2-oxopentanoate",0.515919504635765,0.81,0.509661528384241,0.88,0.0241054583434021,0,"Single"
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1,5-anhydroglucitol (1,5-AG)",0.951469242069644,0.86,0.633399974000765,0.26,0.29876309177694,0.05,"None"
"Monoacylglycerol","2-arachidonoylglycerol (20:4)",0.857141855512037,0.97,0.199665436580842,0.24,0.443343870948419,0.76,"None"
"Lysoplasmalogen","1-palmityl-GPC (O-16:0)",0.798493014666424,0.97,0.487936824621686,0.94,0.0852897426368944,0,"Single"
"Phosphatidylinositol (PI)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)",0.8787362165704,1,0.220434155101097,0.44,0.915741644822291,0.39,"None"
"Sphingosines","sphingosine 1-phosphate",0.940051272313735,0.97,0.387963957227101,0.18,0.378121707266803,0.17,"None"
"Lysophospholipid","1-stearoyl-GPI (18:0)",0.544303308144464,1,0.748536169556516,0.6,0.42631129983498,0.02,"Single"
"Phosphatidylcholine (PC)","1,2-dipalmitoyl-GPC (16:0/16:0)",0.586912882306448,1,0.526882888707082,0.04,0.286652790136994,0.91,"Parallel"
"Phosphatidylcholine (PC)","1,2-distearoyl-GPC (18:0/18:0)",0.62878966066199,1,0.438591046818974,0.04,0.999187374799385,0.91,"Parallel"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosahexaenoate (DHA; 22:6n3)",0.976143063841898,1,0.273132419974397,0.16,0.106196539741601,0.04,"Single"
"Phosphatidylcholine (PC)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)",0.82139572934581,1,0.955357566810757,0.04,0.107310508047347,0.91,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisocaproate",0.269482337695,0.81,0.168408072911809,0.88,0.320995552153756,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","isovalerate (i5:0)",0.518564571773137,0.81,0.163272657979067,0.88,0.0902902024627338,0,"Single"
"Benzoate Metabolism","4-acetylphenol sulfate",0.356568813602516,0.09,0.461939455781014,0,0.000433408868070719,0,"Parallel"
"Guanidino and Acetamido Metabolism","1-methylguanidine",0.421098627129111,0.43,0.0365492292252701,0.05,0.0759363838195989,0.02,"Single"
"Fatty Acid, Monohydroxy","2-hydroxyoctanoate",0.713414895870942,1,0.72224669140967,0.99,0.224967599628946,0.12,"None"
"Pyrimidine Metabolism, Cytidine containing","5-methylcytidine",0.903635365531022,0.89,0.227172401986781,0.11,0.475253360660951,0.5,"None"
"Fatty Acid, Monohydroxy","3-hydroxyoctanoate",0.799275739144153,1,0.744333833278964,0.99,0.734778948280323,0.12,"None"
"Phenylalanine Metabolism","phenyllactate (PLA)",0.243052868075033,0.46,0.440719418389945,0.65,0.0261715413990287,0,"Single"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)",0.971525526818016,1,0.735271570627756,0.4,0.932739936064589,1,"None"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","hexanoylcarnitine (C6)",0.969058302969516,1,0.850721466365805,0.85,0.0658519180735605,0.61,"None"
"Alanine and Aspartate Metabolism","N-acetylaspartate (NAA)",0.831459281277099,0.91,0.565456178361716,0.13,0.139885574555554,0.06,"None"
"Tryptophan Metabolism","indoleacrylate",0.421638578519877,0.65,0.30815865989458,0.25,0.000981121835156974,0,"Single"
"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)","acetylcarnitine (C2)",0.856088147328137,0.856088147328137,0.199831625784104,0.199831625784104,0.353008371030069,0.353008371030069,"None"
"Methionine, Cysteine, SAM and Taurine Metabolism","cysteine s-sulfate",0.36909289931704,0.35,0.576840813059063,0.06,0.476734808998076,0,"Single"
"Monoacylglycerol","1-palmitoylglycerol (16:0)",0.0223479361809312,0.97,0.329838770371824,0.24,0.672800920091399,0.76,"None"
"Food Component/Plant","tartronate (hydroxymalonate)",0.377163355474295,0.04,0.119152807497587,0,0.706106720254625,0,"Interaction"
"Ascorbate and Aldarate Metabolism","oxalate (ethanedioate)",0.569617602577117,0.76,0.238097617616384,0.1,0.827497309407367,0.82,"None"
"Food Component/Plant","erythritol",0.752792472533942,0.04,0.337571773528334,0,0.741259099824151,0,"Interaction"
"Fatty Acid, Dicarboxylate","adipate (C6-DC)",0.746420638161642,0.93,0.806578065339259,0.95,0.930675422373315,0,"Single"
"Chemical","iminodiacetate (IDA)",0.924535268923835,0.99,0.361819920940873,0,0.0170612424763711,0,"Parallel"
"Monoacylglycerol","1-oleoylglycerol (18:1)",0.708143543958708,0.97,0.35713414400314,0.24,0.422306996992966,0.76,"None"
"Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxobutyrate",0.744890815076118,0.81,0.562853806971224,0.88,0.0484285387965454,0,"Single"
"Monoacylglycerol","2-oleoylglycerol (18:1)",0.519816932044072,0.97,0.420532145253142,0.24,0.417367338192628,0.76,"None"
"Urea cycle; Arginine and Proline Metabolism","homoarginine",0.649521660569069,0.84,0.0814923570751366,0.03,0.343906654411358,0,"Parallel"
"Urea cycle; Arginine and Proline Metabolism","homocitrulline",0.492577331814498,0.84,0.27358266498451,0.03,0.44186283029818,0,"Parallel"
"Fatty Acid, Monohydroxy","3-hydroxypalmitate",0.836439801604476,1,0.89565525453334,0.99,0.0741795184453644,0.12,"None"
"Monoacylglycerol","2-linoleoylglycerol (18:2)",0.84580024348111,0.97,0.134579053129138,0.24,0.646788465289407,0.76,"None"
"Fatty Acid, Monohydroxy","3-hydroxydecanoate",0.846298377332388,1,0.660536878443897,0.99,0.77864303461236,0.12,"None"
"Chemical","EDTA",0.688186283059859,0.99,0.249116376158232,0,0.102141513242647,0,"Parallel"
"Glycine, Serine and Threonine Metabolism","N-acetylglycine",0.955789188034273,0.56,0.194624149192226,0.03,0.197249349735595,0.01,"Parallel"
"Pentose Metabolism","ribonate",0.23118108056871,0.3,0.517207025649598,0.97,0.456714036356605,0.17,"None"
"Ascorbate and Aldarate Metabolism","threonate",0.355867846860133,0.76,0.0322192320498147,0.1,0.602122536523682,0.82,"None"
"Fructose, Mannose and Galactose Metabolism","galactonate",0.0165410455311339,0.32,0.37628152142618,0.42,0.208740852572533,0.22,"None"
"Sterol","beta-sitosterol",0.881939603166784,0.93,0.599547868621581,0.73,0.440206229484304,0.42,"None"
"Tryptophan Metabolism","indoleacetate",0.482620266300228,0.65,0.645835520668902,0.25,0.0106048296699926,0,"Single"
"Monoacylglycerol","1-linoleoylglycerol (18:2)",0.82219893109137,0.97,0.089411407524385,0.24,0.804098109247993,0.76,"None"
"Monoacylglycerol","2-palmitoylglycerol (16:0)",0.835539353465651,0.97,0.8067897942502,0.24,0.0764384549019339,0.76,"None"
"Histidine Metabolism","1-methylhistidine",0.309202136430479,1,0.42018092578614,0,0.966234180824938,0,"Parallel"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)",0.93718985793909,0.91,0.615110019503268,0.32,0.0659938029097737,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)",0.539270710048595,0.81,0.0959219532135786,0.88,0.0990505744993058,0,"Single"
"Secondary Bile Acid Metabolism","3-dehydrocholate",0.487828414940906,0.88,0.406655757893743,0,0.0195797848397281,0.01,"Parallel"
"Secondary Bile Acid Metabolism","7-ketodeoxycholate",0.706861509712659,0.88,0.0357505171059896,0,0.566562496206638,0.01,"Parallel"
"Primary Bile Acid Metabolism","beta-muricholate",0.687404692450724,0.95,0.0233261418421049,0,0.0529960813551255,0,"Parallel"
"Tryptophan Metabolism","indolepropionate",0.62727257991097,0.65,0.728836134329065,0.25,0.0100491382596131,0,"Single"
"Food Component/Plant","N-(2-furoyl)glycine",0.564760641604561,0.04,0.108164144737547,0,0.0224991735281042,0,"Interaction"
"Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)",0.462939386397655,0.95,0.420395388844042,0,0.0703372201537465,0.01,"Parallel"
"Fatty Acid, Dicarboxylate","dodecanedioate (C12-DC)",0.99515536799371,0.93,0.711540455296902,0.95,0.145236778046728,0,"Single"
"Tyrosine Metabolism","N-acetyltyrosine",0.140922115737047,0.06,0.923925943180617,0.25,0.174502768935376,0,"Single"
"Fatty Acid, Monohydroxy","3-hydroxylaurate",0.672719716114943,1,0.584816772721354,0.99,0.928763673795709,0.12,"None"
"Vitamin B6 Metabolism","pyridoxate",0.813711325013136,0.71,0.856327811575574,0.76,0.586079342247501,0.52,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamylvaline",0.396627374969365,0.48,0.477884522059927,0.13,0.182571304922987,0.19,"None"
"Fatty Acid, Monohydroxy","3-hydroxysuberate",0.546321227942165,1,0.720246253028239,0.99,0.812171963259869,0.12,"None"
"Fatty Acid, Monohydroxy","3-hydroxysebacate",0.975455028884631,1,0.349304453316767,0.99,0.372538576178104,0.12,"None"
"Fatty Acid, Monohydroxy","5-hydroxyhexanoate",0.714495533980638,1,0.541095090071825,0.99,0.334042159298386,0.12,"None"
"Leucine, Isoleucine and Valine Metabolism","3-methylcrotonylglycine",0.456638308791282,0.81,0.512524257641133,0.88,0.0685116027398732,0,"Single"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylglycine",0.535314857785163,0.91,0.839679671036055,0.32,0.00718631213218555,0,"Single"
"Fatty Acid Metabolism (also BCAA Metabolism)","butyrylglycine",0.553416967222173,0.91,0.761301955901769,0.32,0.0271239066020085,0,"Single"
"Fatty Acid, Dicarboxylate","2-hydroxyadipate",0.172311027946317,0.93,0.94582506767045,0.95,0.368125077237802,0,"Single"
"Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylglycine",0.962425036742214,0.81,0.792581783545511,0.88,0.0956561364280438,0,"Single"
"Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)",0.997463814375804,0.91,0.0108359945756585,0.32,0.0583738900933975,0,"Single"
"Urea cycle; Arginine and Proline Metabolism","pro-hydroxy-pro",0.763805981947623,0.84,0.00481906599722477,0.03,0.718731888059488,0,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate",0.123901249608564,0.81,0.700070020500994,0.88,0.686879746067457,0,"Single"
"Fatty Acid, Dicarboxylate","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",0.577510368907519,0.93,0.344749297095693,0.95,0.0821284357955769,0,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosapentaenoate (n3 DPA; 22:5n3)",0.944497445694204,1,0.342227328352137,0.16,0.32704027456518,0.04,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosadienoate (22:2n6)",0.969569964524051,1,0.0740055173064864,0.16,0.361144004962923,0.04,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","adrenate (22:4n6)",0.574174906466069,1,0.497713110394943,0.16,0.76628796014788,0.04,"Single"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosatrienoate (22:3n3)",0.737473772718511,1,0.382443451145198,0.16,0.774168104516163,0.04,"Single"
"Medium Chain Fatty Acid","10-undecenoate (11:1n1)",0.949382360836308,0.99,0.280921407270297,0.83,0.842796505075972,1,"None"
"Histidine Metabolism","1-methylhistamine",0.936140503917769,1,0.363028266104056,0,0.00765778002658593,0,"Parallel"
"Histidine Metabolism","4-imidazoleacetate",0.838778004358321,1,0.257613733009669,0,0.122162956507907,0,"Parallel"
"Histidine Metabolism","1-methyl-4-imidazoleacetate",0.88741400051597,1,0.0949861444218791,0,0.805336495767619,0,"Parallel"
"Fatty Acid, Dicarboxylate","sebacate (C10-DC)",0.920990156407241,0.93,0.520395751141968,0.95,0.171530064740418,0,"Single"
"Guanidino and Acetamido Metabolism","guanidinosuccinate",0.622236928509463,0.43,0.376382841290229,0.05,0.097806501076849,0.02,"Single"
"Food Component/Plant","daidzein",0.154710126835865,0.04,0.186650660491028,0,0.0556917285000919,0,"Interaction"
"Food Component/Plant","genistein",0.0680108593530674,0.04,0.573236855739316,0,0.0218031902989387,0,"Interaction"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","stearidonate (18:4n3)",0.974765694524753,1,0.426735537195529,0.16,0.198527929832406,0.04,"Single"
"Medium Chain Fatty Acid","5-dodecenoate (12:1n7)",0.376669792783095,0.99,0.764921708113508,0.83,0.489185208393594,1,"None"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","octanoylcarnitine (C8)",0.89340379159125,1,0.620861945220932,0.85,0.423335807354269,0.61,"None"
"Primary Bile Acid Metabolism","tauro-beta-muricholate",0.378068714128373,0.95,0.177857454684595,0,0.0565765731165832,0,"Parallel"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","decanoylcarnitine (C10)",0.811669872176632,1,0.607298763093597,0.85,0.88634905643323,0.61,"None"
"Glutamate Metabolism","N-acetylglutamine",0.197303759602313,0.83,0.210941123801925,0.07,0.62687260822863,0.01,"Single"
"Tryptophan Metabolism","N-acetyltryptophan",0.217820912963315,0.65,0.962009150501874,0.25,0.0178662115784124,0,"Single"
"Phenylalanine Metabolism","N-acetylphenylalanine",0.568217739192703,0.46,0.712020330482535,0.65,0.133603802906753,0,"Single"
"Alanine and Aspartate Metabolism","N-acetylasparagine",0.367027273965195,0.91,0.6567643683981,0.13,0.112017358997923,0.06,"None"
"Dipeptide","glycylleucine",0.316344183573862,0.94,0.576368403922894,0.5,0.430842686290908,0,"Single"
"Glutathione Metabolism","S-methylglutathione",0.721434337857516,0.78,0.207352163600655,0.1,0.440125359976812,0.06,"None"
"Lysophospholipid","1-palmitoyl-GPC (16:0)",0.857586439905566,1,0.354097169142436,0.6,0.366872905067714,0.02,"Single"
"Urea cycle; Arginine and Proline Metabolism","N-acetylarginine",0.201060067814939,0.84,0.650437674825871,0.03,0.019732752935037,0,"Parallel"
"Sterol","campesterol",0.521184357199306,0.93,0.72166088164274,0.73,0.542892532846858,0.42,"None"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)",0.970902718899999,1,0.752677724963506,0.4,0.94081834879928,1,"None"
"Lysophospholipid","1-stearoyl-GPC (18:0)",0.858796518984558,1,0.307290985298411,0.6,0.796394724966192,0.02,"Single"
"Lysophospholipid","1-oleoyl-GPC (18:1)",0.719045462324941,1,0.420794528328724,0.6,0.469542759955631,0.02,"Single"
"Glycine, Serine and Threonine Metabolism","N-acetylthreonine",0.183953040782588,0.56,0.741552118318279,0.03,0.157569683945958,0.01,"Parallel"
"Acetylated Peptides","phenylacetylglycine",0.324098223407388,0.37,0.0846706032038267,0.01,0.714185319488886,0.16,"Parallel"
"Leucine, Isoleucine and Valine Metabolism","N-acetylisoleucine",0.342472985882173,0.81,0.885160887054297,0.88,0.0438196433848939,0,"Single"
"Long Chain Monounsaturated Fatty Acid","10-nonadecenoate (19:1n9)",0.988457013695999,1,0.171149025561842,0.24,0.366074667875158,0.35,"None"
"Long Chain Monounsaturated Fatty Acid","10-heptadecenoate (17:1n7)",0.963790587249051,1,0.372321686162748,0.24,0.406857110629728,0.35,"None"
"Secondary Bile Acid Metabolism","hyocholate",0.316551322774377,0.88,0.00115070311635502,0,0.808134769051832,0.01,"Parallel"
"Histidine Metabolism","N-acetylhistidine",0.223886803747979,1,0.371833695703937,0,0.526772493783309,0,"Parallel"
"Gamma-glutamyl Amino Acid","gamma-glutamylglycine",0.401913544082073,0.48,0.574758851654023,0.13,0.422057831005642,0.19,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamyltryptophan",0.417434775217748,0.48,0.187609462771883,0.13,0.24318176117577,0.19,"None"
"Food Component/Plant","stachydrine",0.353657699981547,0.04,0.343500152500059,0,0.0794266221912208,0,"Interaction"
"Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisovalerate",0.802766074512409,0.81,0.291122014688106,0.88,0.219434551822667,0,"Single"
"Nicotinate and Nicotinamide Metabolism","nicotinamide riboside",0.12293769208655,0.95,0.676772828170054,0,0.0447648047189519,0.01,"Parallel"
"Glutathione Metabolism","ophthalmate",0.61993764947842,0.78,0.107961670475592,0.1,0.449424654770718,0.06,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamylmethionine",0.292334767798795,0.48,0.199991767006938,0.13,0.43465674998359,0.19,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",0.438332733394595,0.48,0.261190858382465,0.13,0.575168105646463,0.19,"None"
"Benzoate Metabolism","p-cresol sulfate",0.945720850888934,0.09,0.0609785157067054,0,0.468981721718004,0,"Parallel"
"Nicotinate and Nicotinamide Metabolism","nicotinate ribonucleoside",0.502514436704104,0.95,0.580826714612546,0,0.00418096836878672,0.01,"Parallel"
"Aminosugar Metabolism","erythronate*",0.393662741399389,0.77,0.51463491073693,0.07,0.768789742654025,0.87,"None"
"Long Chain Monounsaturated Fatty Acid","eicosenoate (20:1)",0.885451603033476,1,0.137422875901535,0.24,0.139201630157269,0.35,"None"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","linolenate [alpha or gamma; (18:3n3 or 6)]",0.973556599791381,1,0.310156320755833,0.16,0.288292772128497,0.04,"Single"
"TCA Cycle","aconitate [cis or trans]",0.431318883759184,0.45,0.0997409318982624,0.54,0.0669334697722874,0.19,"None"
"Lysophospholipid","1-myristoyl-GPC (14:0)",0.986173847182855,1,0.226450290124225,0.6,0.144057961709825,0.02,"Single"
"Lysophospholipid","1-arachidoyl-GPC (20:0)",0.79580077886208,1,0.224410731224904,0.6,0.118501310522567,0.02,"Single"
"Hemoglobin and Porphyrin Metabolism","heme",0.414906222017158,0.38,0.0272077094605379,0,0.0705938377691389,0.21,"Parallel"
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","stearoylcarnitine (C18)",0.844461745600501,1,0.557179591070021,0.4,0.853054257045809,1,"None"
"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)",0.931419324939047,1,0.623135201335178,0.85,0.934398618732755,0.61,"None"
"Leucine, Isoleucine and Valine Metabolism","isovalerylcarnitine (C5)",0.140282790160428,0.81,0.737062492559172,0.88,0.552286580224532,0,"Single"
"Lysophospholipid","1-linoleoyl-GPC (18:2)",0.912899292557675,1,0.370572141429713,0.6,0.23105556393534,0.02,"Single"
"Purine Metabolism, (Hypo)Xanthine/Inosine containing","N1-methylinosine",0.950710310488058,0.01,0.686653857675653,0.39,0.125827850750623,0.02,"Interaction"
"Food Component/Plant","beta-guanidinopropanoate",0.646238335705333,0.04,0.232496062015491,0,0.115634507012821,0,"Interaction"
"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",0.629088431609995,0.57,0.189023932259195,0.06,0.266952664369895,0.47,"None"
"Pyrimidine Metabolism, Cytidine containing","N4-acetylcytidine",0.973371663460323,0.89,0.959633120013388,0.11,0.707681119913321,0.5,"None"
"Purine Metabolism, Adenine containing","N6-carbamoylthreonyladenosine",0.791343213626231,1,0.160667664599987,0.23,0.6908411133674,0,"Single"
"Pyrimidine Metabolism, Orotate containing","orotidine",0.888511181904443,0.88,0.425283827510141,0.11,0.246436849916836,0.1,"None"
"Benzoate Metabolism","4-hydroxyhippurate",0.425031445103489,0.09,0.894304708018976,0,0.167190283794926,0,"Parallel"
"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",0.990464418384098,0.99,0.857182266957783,0.25,0.522663628270854,0.04,"Single"
"Monoacylglycerol","1-arachidonylglycerol (20:4)",0.860696241953949,0.97,0.136271790963523,0.24,0.47355576594021,0.76,"None"
"Monoacylglycerol","1-linolenoylglycerol (18:3)",0.744248479775868,0.97,0.164084753046683,0.24,0.400192910175608,0.76,"None"
"Glutathione Metabolism","cysteine-glutathione disulfide",0.94811108773836,0.78,0.198538438935829,0.1,0.507059459760039,0.06,"None"
"Pyrimidine Metabolism, Uracil containing","5-methyluridine (ribothymidine)",0.991126391764109,0.99,0.233406686505441,0.25,0.562502995700324,0.04,"Single"
"Fatty Acid Metabolism (Acyl Glycine)","valerylglycine",0.982828832728398,1,0.83006525109821,0.74,0.0227710536535452,0.05,"None"
"Leucine, Isoleucine and Valine Metabolism","isovalerylglycine",0.716627053659907,0.81,0.97261459415095,0.88,0.0170589021461758,0,"Single"
"Purine Metabolism, Guanine containing","7-methylguanine",0.773769315117546,0.57,0.335376976759791,0.06,0.442673371348793,0.47,"None"
"Lysophospholipid","1-stearoyl-GPE (18:0)",0.734751164109205,1,0.378075234755499,0.6,0.603136335838578,0.02,"Single"
"Lysophospholipid","1-stearoyl-GPG (18:0)",0.783971943381024,1,0.922156744163495,0.6,0.281813755975238,0.02,"Single"
"Pyrimidine Metabolism, Cytidine containing","3-methylcytidine",0.926834095209412,0.89,0.445172489134039,0.11,0.790838030993596,0.5,"None"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-2-pyridone-5-carboxamide",0.931405921559314,0.95,0.00619698310191771,0,0.781544438028819,0.01,"Parallel"
"Nicotinate and Nicotinamide Metabolism","N1-methyl-4-pyridone-3-carboxamide",0.68883144102978,0.95,0.00662769509758807,0,0.653246436338845,0.01,"Parallel"
"Long Chain Polyunsaturated Fatty Acid (n3 and n6)","mead acid (20:3n9)",0.54250153812587,1,0.42442938677407,0.16,0.159558327397205,0.04,"Single"
"Monoacylglycerol","1-docosahexaenoylglycerol (22:6)",0.690702862396414,0.97,0.512725758978889,0.24,0.703253663221751,0.76,"None"
"Monoacylglycerol","1-dihomo-linoleoylglycerol (20:2)",0.950024694533564,0.97,0.596328117549683,0.24,0.242979849774179,0.76,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamylisoleucine*",0.45058039045157,0.48,0.503184031822763,0.13,0.164616785531804,0.19,"None"
"Aminosugar Metabolism","N-glycolylneuraminate",0.759134394678926,0.77,0.0783471122563379,0.07,0.815064482086132,0.87,"None"
"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","oleoylcarnitine (C18:1)",0.963874975138411,1,0.366733421298645,0.25,0.676816490587098,1,"None"
"Gamma-glutamyl Amino Acid","gamma-glutamyl-2-aminobutyrate",0.760447985871349,0.48,0.606470430992816,0.13,0.560250951505488,0.19,"None"
